                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     43,                 2.2956,                 3.0888,                 1.7866,                 2.1883,                 3.4389,                 1.6521,                0.58595,                0.20349,                0.19102,                0.09581,                 1.8191,                 2.3838,                 1.6439,                 1.6639,                 2.7415,                  1.526,              0.0059041,              0.0059041,              0.0059041
                     44,                 2.2906,                    3.1,                 1.7834,                  2.174,                 3.4607,                  1.643,                0.59709,                0.20866,                0.19706,                0.09752,                  1.814,                  2.369,                 1.6384,                 1.6684,                 2.7127,                 1.5243,              0.0058042,              0.0058042,              0.0058042
                     45,                 2.2912,                 3.0676,                 1.7933,                 2.1873,                 3.4285,                 1.6585,                0.59757,                0.20768,                0.19549,                0.09832,                 1.8093,                 2.3507,                  1.635,                 1.6554,                 2.6956,                 1.5195,              0.0057043,              0.0057043,              0.0057043
                     46,                 2.2662,                 3.0808,                 1.7692,                 2.1688,                 3.4148,                 1.6416,                0.59266,                0.21741,                0.19828,                0.09869,                 1.8122,                 2.3377,                 1.6337,                 1.6519,                 2.6874,                 1.5199,              0.0056044,              0.0056044,              0.0056044
                     47,                 2.2882,                 3.0811,                 1.7962,                 2.1647,                 3.4427,                 1.6588,                0.60325,                0.21009,                0.20186,                0.10086,                 1.8007,                 2.3241,                 1.6286,                 1.6525,                 2.6667,                 1.5174,              0.0055045,              0.0055045,              0.0055045
                     48,                 2.2773,                 3.0736,                 1.7771,                 2.1652,                 3.4239,                 1.6366,                0.60705,                0.21611,                0.20365,                0.10234,                 1.7897,                 2.3087,                 1.6229,                  1.646,                 2.6515,                 1.5097,              0.0054046,              0.0054046,              0.0054046
                     49,                 2.2835,                 3.0663,                 1.7816,                 2.1871,                 3.4368,                 1.6455,                0.60369,                0.22548,                0.20637,                 0.1039,                 1.7852,                 2.3016,                 1.6192,                 1.6457,                 2.6442,                 1.5064,              0.0053047,              0.0053047,              0.0053047
                     50,                 2.2357,                 3.0057,                 1.7612,                 2.1475,                 3.3619,                 1.6332,                0.60968,                0.23131,                0.20833,                  0.105,                 1.7878,                  2.283,                 1.6199,                  1.646,                 2.6303,                 1.5035,              0.0052048,              0.0052048,              0.0052048
                     51,                 2.2661,                 3.0174,                 1.7763,                 2.1628,                 3.3857,                 1.6396,                0.61964,                0.22195,                 0.2096,                0.10672,                 1.7862,                 2.2698,                 1.6185,                 1.6416,                 2.6212,                 1.5016,              0.0051049,              0.0051049,              0.0051049
                     52,                  2.267,                  2.979,                 1.7796,                 2.1638,                 3.3518,                   1.64,                0.62064,                0.22693,                 0.2128,                0.10719,                 1.7863,                 2.2685,                 1.6169,                 1.6458,                 2.6186,                  1.502,               0.005005,               0.005005,               0.005005
                     53,                 2.2146,                 2.9815,                 1.7442,                 2.1159,                 3.3255,                 1.6152,                0.62019,                0.22473,                0.20928,                 0.1054,                 1.7902,                 2.2672,                 1.6164,                 1.6498,                  2.618,                 1.5004,              0.0049051,              0.0049051,              0.0049051
                     54,                  2.262,                 2.9864,                 1.7673,                 2.1572,                   3.36,                  1.633,                  0.618,                0.23031,                0.21154,                0.10569,                 1.7842,                 2.2618,                 1.6127,                 1.6443,                 2.6148,                 1.4984,              0.0048052,              0.0048052,              0.0048052
                     55,                 2.2222,                 2.9849,                 1.7527,                 2.1124,                 3.3423,                 1.6166,                0.61214,                 0.2417,                0.21446,                0.10785,                 1.7792,                 2.2441,                 1.6091,                 1.6383,                 2.5983,                 1.4943,              0.0047053,              0.0047053,              0.0047053
                     56,                 2.2245,                 2.9433,                 1.7486,                 2.1235,                 3.2971,                 1.6146,                0.62233,                0.23621,                0.21753,                0.10899,                 1.7765,                 2.2318,                 1.6071,                 1.6379,                 2.5834,                 1.4973,              0.0046054,              0.0046054,              0.0046054
                     57,                 2.2289,                 2.9725,                 1.7421,                  2.114,                 3.3431,                 1.6004,                0.61356,                0.24084,                 0.2192,                0.11055,                 1.7676,                 2.2228,                 1.6023,                 1.6298,                 2.5714,                 1.4933,              0.0045055,              0.0045055,              0.0045055
                     58,                 2.2056,                 2.9328,                 1.7452,                  2.118,                 3.3166,                  1.619,                0.60976,                 0.2533,                0.22697,                0.11411,                 1.7622,                 2.2078,                 1.5993,                 1.6237,                 2.5547,                 1.4883,              0.0044056,              0.0044056,              0.0044056
                     59,                 2.2041,                 2.9581,                 1.7208,                  2.104,                 3.2959,                 1.5848,                0.61949,                0.25658,                0.23146,                0.11768,                 1.7655,                 2.1982,                 1.5993,                 1.6239,                   2.54,                 1.4874,              0.0043057,              0.0043057,              0.0043057
                     60,                 2.2123,                 2.9236,                 1.7404,                 2.1213,                 3.2986,                 1.6157,                0.62041,                0.25915,                0.23319,                0.11996,                  1.759,                 2.1865,                 1.5951,                 1.6241,                 2.5316,                  1.488,              0.0042058,              0.0042058,              0.0042058
                     61,                 2.2243,                 2.9193,                 1.7534,                 2.1184,                 3.2842,                 1.6155,                0.62263,                0.25586,                0.23801,                0.12237,                 1.7503,                 2.1765,                 1.5912,                 1.6226,                  2.513,                 1.4807,              0.0041059,              0.0041059,              0.0041059
                     62,                 2.1865,                 2.8997,                 1.7208,                 2.0751,                 3.2344,                 1.5809,                0.61424,                0.26969,                0.24025,                0.12423,                 1.7554,                 2.1783,                 1.5926,                 1.6222,                 2.5284,                 1.4803,               0.004006,               0.004006,               0.004006
                     63,                 2.1852,                 2.9017,                 1.7199,                 2.0862,                 3.2577,                 1.5907,                0.61085,                 0.2747,                0.24322,                 0.1259,                 1.7482,                 2.1762,                 1.5892,                  1.616,                 2.5173,                 1.4782,              0.0039061,              0.0039061,              0.0039061
                     64,                 2.1684,                 2.8381,                 1.7143,                 2.0905,                 3.2046,                 1.5941,                0.61299,                0.27192,                0.24799,                0.12781,                 1.7418,                 2.1658,                 1.5839,                 1.6103,                 2.4976,                 1.4759,              0.0038062,              0.0038062,              0.0038062
                     65,                 2.2061,                 2.8457,                  1.738,                 2.0985,                 3.2167,                 1.6002,                0.61986,                0.26862,                0.24888,                0.12878,                 1.7359,                 2.1552,                  1.579,                 1.6101,                 2.4841,                 1.4733,              0.0037063,              0.0037063,              0.0037063
                     66,                 2.1601,                 2.8242,                 1.7164,                 2.0736,                 3.1801,                 1.5858,                0.62343,                0.27059,                0.24976,                0.12938,                 1.7311,                 2.1419,                 1.5745,                 1.6099,                 2.4661,                 1.4663,              0.0036064,              0.0036064,              0.0036064
                     67,                 2.1606,                 2.7806,                 1.7053,                 2.0723,                 3.1552,                 1.5797,                0.62776,                0.26808,                0.25258,                0.13182,                 1.7259,                 2.1288,                 1.5702,                 1.6056,                 2.4501,                  1.467,              0.0035065,              0.0035065,              0.0035065
                     68,                 2.1665,                 2.7814,                 1.7084,                 2.0895,                 3.1564,                 1.5857,                0.63226,                0.27754,                0.25897,                0.13386,                 1.7232,                  2.123,                 1.5708,                 1.6053,                 2.4367,                 1.4676,              0.0034066,              0.0034066,              0.0034066
                     69,                 2.1475,                 2.8024,                 1.6975,                 2.0551,                 3.1414,                 1.5707,                0.63219,                0.29097,                0.26154,                0.13654,                 1.7206,                 2.1141,                 1.5682,                  1.598,                 2.4395,                 1.4617,              0.0033067,              0.0033067,              0.0033067
                     70,                 2.1315,                  2.797,                 1.6893,                 2.0601,                 3.1331,                 1.5653,                0.64041,                0.29789,                0.26371,                0.13933,                 1.7189,                 2.0908,                 1.5664,                 1.6073,                 2.4102,                 1.4725,              0.0032068,              0.0032068,              0.0032068
                     71,                 2.1264,                 2.7619,                 1.6901,                 2.0558,                   3.13,                 1.5694,                0.64053,                0.29404,                0.26745,                0.14073,                 1.7168,                 2.0785,                 1.5627,                 1.6108,                 2.3945,                 1.4689,              0.0031069,              0.0031069,              0.0031069
                     72,                 2.1399,                 2.7916,                 1.6856,                  2.058,                  3.124,                 1.5664,                0.62998,                0.29541,                0.27149,                0.14288,                 1.7112,                 2.0731,                 1.5597,                 1.6002,                 2.3912,                 1.4649,               0.003007,               0.003007,               0.003007
                     73,                 2.1376,                 2.7462,                  1.696,                 2.0628,                 3.0987,                  1.576,                0.63418,                0.29548,                0.27504,                0.14409,                 1.7138,                 2.0584,                 1.5577,                 1.6021,                 2.3615,                 1.4593,              0.0029071,              0.0029071,              0.0029071
                     74,                 2.1077,                 2.6881,                 1.6813,                 2.0439,                 3.0703,                 1.5659,                0.63554,                  0.294,                0.27777,                0.14481,                 1.7081,                 2.0438,                 1.5532,                 1.5937,                 2.3479,                 1.4582,              0.0028072,              0.0028072,              0.0028072
                     75,                 2.1155,                 2.7216,                 1.6731,                 2.0424,                 3.0459,                 1.5537,                0.63225,                0.29817,                0.27879,                0.14603,                 1.6987,                 2.0271,                 1.5481,                 1.5937,                 2.3322,                 1.4609,              0.0027073,              0.0027073,              0.0027073
                     76,                  2.094,                 2.7053,                  1.676,                 2.0293,                  3.046,                 1.5611,                0.55347,                0.29463,                0.28284,                0.14753,                 1.6927,                  2.017,                  1.544,                 1.5899,                  2.324,                 1.4561,              0.0026074,              0.0026074,              0.0026074
                     77,                 2.0628,                 2.6391,                 1.6524,                 1.9887,                 2.9719,                 1.5319,                0.57707,                0.29078,                0.28863,                0.15112,                 1.6827,                 2.0027,                 1.5384,                 1.5838,                 2.3025,                 1.4551,              0.0025075,              0.0025075,              0.0025075
                     78,                 2.0982,                 2.6779,                 1.6626,                 2.0317,                 3.0041,                  1.546,                0.60266,                0.29783,                0.29676,                0.15409,                 1.6771,                 1.9938,                 1.5334,                 1.5793,                 2.2907,                 1.4534,              0.0024076,              0.0024076,              0.0024076
                     79,                 2.0921,                 2.6222,                 1.6754,                 2.0274,                 3.0077,                 1.5599,                0.62137,                0.30731,                0.29764,                0.15593,                 1.6764,                 1.9793,                  1.532,                 1.5835,                 2.2758,                 1.4516,              0.0023077,              0.0023077,              0.0023077
                     80,                 2.0616,                  2.614,                  1.647,                 2.0053,                 2.9737,                  1.534,                0.62321,                 0.3195,                0.30093,                0.15901,                  1.673,                 1.9616,                 1.5293,                 1.5861,                 2.2432,                 1.4544,              0.0022078,              0.0022078,              0.0022078
                     81,                 2.0557,                 2.6152,                 1.6429,                 2.0063,                 2.9676,                 1.5305,                0.61717,                0.32485,                0.30163,                0.16062,                 1.6683,                 1.9453,                 1.5271,                 1.5867,                 2.2325,                 1.4551,              0.0021079,              0.0021079,              0.0021079
                     82,                 2.0559,                 2.5834,                 1.6502,                 2.0252,                 2.9425,                 1.5498,                0.60889,                0.32112,                0.31019,                0.16588,                 1.6617,                 1.9274,                 1.5236,                 1.5796,                   2.22,                 1.4522,               0.002008,               0.002008,               0.002008
                     83,                  2.042,                 2.5816,                 1.6291,                 1.9844,                 2.9247,                 1.5175,                0.61554,                0.32437,                0.31381,                0.16903,                 1.6605,                 1.9083,                 1.5234,                 1.5749,                 2.1905,                 1.4514,              0.0019081,              0.0019081,              0.0019081
                     84,                 2.0324,                 2.5383,                  1.625,                 1.9864,                 2.8647,                 1.5225,                 0.5874,                0.33386,                0.31942,                0.17136,                 1.6557,                 1.8938,                 1.5204,                 1.5789,                 2.1621,                 1.4498,              0.0018082,              0.0018082,              0.0018082
                     85,                 2.0013,                 2.5386,                 1.6116,                 1.9701,                 2.8547,                 1.5138,                0.58067,                0.34032,                0.32125,                0.17309,                 1.6507,                 1.8777,                 1.5176,                 1.5719,                 2.1361,                 1.4424,              0.0017083,              0.0017083,              0.0017083
                     86,                 2.0087,                 2.5014,                 1.6123,                 1.9643,                 2.8521,                 1.5077,                0.58597,                0.33933,                  0.326,                0.17629,                  1.644,                 1.8664,                 1.5144,                  1.561,                 2.1267,                 1.4378,              0.0016084,              0.0016084,              0.0016084
                     87,                 2.0088,                 2.4803,                 1.6259,                 1.9638,                 2.8167,                 1.5237,                0.55384,                0.34857,                0.33164,                0.17989,                 1.6358,                 1.8557,                 1.5096,                 1.5628,                 2.1039,                 1.4337,              0.0015085,              0.0015085,              0.0015085
                     88,                 1.9812,                 2.4323,                  1.599,                 1.9421,                 2.7834,                 1.5007,                0.56832,                 0.3426,                0.33228,                0.18151,                 1.6326,                 1.8415,                 1.5069,                  1.565,                 2.0965,                 1.4334,              0.0014086,              0.0014086,              0.0014086
                     89,                 1.9762,                 2.4271,                 1.6043,                 1.9324,                 2.7844,                 1.4974,                0.55122,                0.36244,                0.33415,                 0.1822,                 1.6305,                 1.8317,                 1.5033,                 1.5617,                 2.0955,                 1.4349,              0.0013087,              0.0013087,              0.0013087
                     90,                 1.9425,                 2.3837,                 1.5809,                  1.921,                 2.7313,                 1.4888,                0.33633,                0.36719,                0.33445,                0.18234,                 1.6218,                 1.8273,                 1.4968,                 1.5572,                 2.0864,                 1.4315,              0.0012088,              0.0012088,              0.0012088
                     91,                 1.7199,                 2.3236,                 1.5253,                 1.6143,                  2.322,                 1.4202,                0.33218,                 0.3727,                0.33808,                0.18583,                 1.6091,                 1.7832,                 1.4884,                 1.5503,                 2.0501,                 1.4268,              0.0011089,              0.0011089,              0.0011089
                     92,                 1.7216,                 2.2553,                 1.5326,                 1.6166,                 2.2481,                 1.4213,                0.55309,                0.36695,                0.34668,                0.19198,                 1.5946,                 1.7597,                 1.4803,                 1.5449,                  2.017,                 1.4214,               0.001009,               0.001009,               0.001009
                     93,                 1.6951,                 2.1934,                 1.5162,                 1.5929,                 2.2117,                 1.4068,                0.35411,                0.37666,                0.35221,                0.19678,                 1.5816,                 1.7463,                 1.4719,                 1.5427,                 1.9754,                 1.4202,              0.0009091,              0.0009091,              0.0009091
                     94,                  1.687,                  2.173,                 1.4976,                 1.5921,                 2.1618,                 1.3982,                0.35903,                0.37862,                0.36035,                0.20195,                  1.572,                 1.7343,                  1.463,                 1.5342,                 1.9512,                 1.4172,              0.0008092,              0.0008092,              0.0008092
                     95,                  1.656,                 2.1161,                 1.4818,                 1.5756,                 2.1105,                 1.3779,                  0.371,                0.38129,                0.36554,                0.20635,                 1.5637,                 1.7178,                 1.4579,                 1.5304,                 1.9212,                 1.4112,              0.0007093,              0.0007093,              0.0007093
                     96,                 1.6289,                 2.0683,                 1.4642,                 1.5497,                 2.0672,                 1.3682,                0.36711,                0.39537,                0.37664,                 0.2112,                 1.5541,                 1.7046,                 1.4521,                 1.5383,                 1.8878,                 1.4128,              0.0006094,              0.0006094,              0.0006094
                     97,                 1.6129,                 2.0066,                 1.4517,                 1.5419,                  1.999,                 1.3583,                0.41833,                0.40368,                0.38719,                0.21771,                 1.5454,                 1.6902,                 1.4453,                 1.5415,                 1.8617,                 1.4095,              0.0005095,              0.0005095,              0.0005095
                     98,                 1.6013,                 1.9691,                 1.4411,                 1.5359,                  1.961,                 1.3518,                0.41857,                0.40836,                0.39161,                0.22209,                  1.538,                 1.6697,                 1.4425,                 1.5388,                 1.8409,                 1.4078,              0.0004096,              0.0004096,              0.0004096
                     99,                 1.5635,                 1.9124,                 1.4091,                 1.4984,                  1.897,                 1.3177,                0.47848,                0.41814,                0.39586,                0.22572,                 1.5265,                 1.6522,                 1.4353,                 1.5297,                 1.8159,                 1.4004,              0.0003097,              0.0003097,              0.0003097
                    100,                  1.523,                 1.8457,                 1.3888,                 1.4604,                  1.837,                 1.3036,                0.48507,                0.41803,                0.40216,                0.23013,                 1.5184,                 1.6364,                 1.4295,                 1.5298,                 1.7934,                 1.3977,              0.0002098,              0.0002098,              0.0002098
