                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     24,                  2.108,                 3.1796,                 1.6016,                   1.92,                 3.1698,                 1.4534,                 0.6843,                0.16406,                0.16868,                0.08437,                 1.6403,                 2.5091,                 1.4652,                 1.4441,                 2.5839,                 1.3221,               0.007822,               0.007822,               0.007822
                     25,                   2.13,                 3.1735,                 1.6171,                 1.9238,                  3.172,                 1.4591,                0.74024,                0.16086,                0.17545,                0.08836,                 1.6391,                  2.479,                 1.4603,                 1.4426,                 2.5677,                  1.319,               0.007723,               0.007723,               0.007723
                     26,                 2.1121,                 3.1807,                 1.6047,                 1.9151,                 3.1608,                 1.4482,                0.74464,                0.16514,                0.18156,                0.08979,                 1.6277,                 2.4772,                 1.4576,                 1.4463,                 2.5404,                 1.3139,               0.007624,               0.007624,               0.007624
                     27,                 2.1146,                  3.179,                 1.6048,                 1.9121,                 3.1834,                 1.4497,                0.63634,                0.18389,                0.17917,                0.08928,                 1.6248,                 2.5007,                 1.4576,                  1.434,                  2.576,                 1.3153,               0.007525,               0.007525,               0.007525
                     28,                 2.1127,                 3.1405,                 1.6043,                 1.9041,                 3.1293,                 1.4429,                 0.6523,                0.17834,                0.18363,                0.09134,                 1.6217,                  2.493,                 1.4552,                 1.4413,                 2.5625,                 1.3211,               0.007426,               0.007426,               0.007426
                     29,                 2.1275,                  3.129,                 1.6125,                  1.935,                 3.1346,                 1.4549,                0.60435,                0.20781,                0.18405,                0.09232,                 1.6168,                 2.4303,                 1.4524,                 1.4537,                  2.496,                 1.3222,               0.007327,               0.007327,               0.007327
                     30,                  2.106,                 3.1099,                  1.599,                 1.9097,                 3.1007,                 1.4378,                0.58258,                0.21433,                0.18804,                 0.0954,                 1.6218,                 2.3994,                 1.4506,                 1.4495,                 2.4542,                 1.3167,               0.007228,               0.007228,               0.007228
                     31,                 2.0949,                 3.0842,                 1.5952,                 1.9044,                 3.0956,                 1.4401,                0.63523,                0.19529,                0.18738,                0.09383,                 1.6211,                 2.4459,                 1.4497,                 1.4509,                 2.5035,                 1.3154,               0.007129,               0.007129,               0.007129
                     32,                 2.0934,                  3.104,                  1.583,                 1.8876,                 3.0968,                 1.4265,                0.60646,                0.21917,                0.18599,                 0.0926,                 1.6186,                  2.451,                 1.4475,                 1.4445,                 2.5093,                 1.3141,                0.00703,                0.00703,                0.00703
                     33,                 2.0779,                 3.0512,                 1.5874,                 1.9063,                 3.0513,                 1.4422,                0.64467,                0.21012,                0.19029,                0.09405,                 1.6223,                 2.4375,                 1.4507,                 1.4545,                 2.5043,                 1.3173,               0.006931,               0.006931,               0.006931
                     34,                 2.0611,                 3.0926,                 1.5813,                 1.8805,                 3.0879,                  1.433,                0.62725,                0.21531,                0.19509,                0.09654,                  1.633,                 2.4188,                 1.4543,                 1.4473,                 2.4829,                 1.3156,               0.006832,               0.006832,               0.006832
                     35,                 2.0587,                 3.0968,                 1.5698,                 1.8763,                 3.0757,                  1.415,                0.64344,                0.21667,                0.20183,                0.09966,                 1.6205,                 2.4315,                 1.4436,                 1.4424,                 2.4751,                 1.3133,               0.006733,               0.006733,               0.006733
                     36,                 2.0589,                 3.0264,                 1.5657,                 1.8774,                  3.025,                 1.4175,                0.68065,                0.22073,                0.20709,                0.10145,                  1.614,                 2.4014,                 1.4393,                   1.44,                 2.4428,                 1.3104,               0.006634,               0.006634,               0.006634
                     37,                 2.0763,                 3.1058,                 1.5744,                 1.8818,                 3.0932,                 1.4158,                0.61776,                0.21642,                0.20204,                0.10084,                 1.6062,                 2.4198,                 1.4363,                 1.4328,                 2.4696,                 1.3129,               0.006535,               0.006535,               0.006535
                     38,                  2.078,                 3.0567,                 1.5818,                 1.8928,                 3.0592,                 1.4301,                0.60128,                0.22829,                0.20543,                0.10137,                 1.6069,                 2.3733,                 1.4343,                 1.4273,                 2.4371,                 1.3089,               0.006436,               0.006436,               0.006436
                     39,                 2.0601,                 3.0185,                 1.5631,                 1.8821,                 3.0194,                 1.4105,                0.59793,                0.21689,                0.20691,                0.10306,                 1.6003,                 2.3394,                 1.4315,                  1.427,                 2.4105,                 1.3052,               0.006337,               0.006337,               0.006337
                     40,                 2.0574,                 3.0284,                 1.5698,                 1.8651,                 3.0193,                 1.4158,                0.61463,                0.22008,                0.20463,                0.10275,                 1.5971,                 2.3308,                   1.43,                 1.4232,                 2.4136,                 1.3054,               0.006238,               0.006238,               0.006238
                     41,                 2.0639,                 3.0069,                 1.5692,                 1.8957,                 3.0359,                 1.4236,                0.58753,                0.24059,                0.20354,                0.10377,                 1.5879,                 2.3004,                 1.4266,                 1.3917,                 2.4001,                 1.2925,               0.006139,               0.006139,               0.006139
                     42,                 2.0283,                 2.9743,                  1.551,                 1.8667,                 3.0086,                 1.4157,                0.59654,                0.23561,                0.19881,                0.10136,                 1.5832,                 2.2711,                 1.4238,                 1.3897,                 2.3963,                  1.295,                0.00604,                0.00604,                0.00604
                     43,                 2.0501,                 2.9737,                 1.5571,                 1.8634,                 3.0036,                 1.4069,                0.60724,                0.22294,                0.20083,                 0.1031,                 1.5818,                 2.3126,                 1.4204,                 1.4097,                 2.4278,                 1.3026,               0.005941,               0.005941,               0.005941
                     44,                 2.0553,                 2.9773,                 1.5674,                 1.8699,                 2.9765,                 1.4136,                0.59324,                0.22807,                0.20265,                 0.1043,                 1.5856,                 2.2863,                 1.4203,                 1.4055,                 2.3942,                 1.2999,               0.005842,               0.005842,               0.005842
                     45,                 2.0509,                 2.9775,                 1.5609,                 1.8631,                 2.9908,                 1.4059,                0.60659,                0.23096,                0.20888,                0.10856,                 1.5782,                 2.2621,                 1.4188,                 1.3982,                  2.374,                 1.2928,               0.005743,               0.005743,               0.005743
                     46,                  2.024,                 2.9447,                 1.5526,                 1.8534,                 2.9537,                 1.4066,                  0.615,                0.24371,                0.21961,                0.11284,                 1.5802,                 2.2264,                 1.4162,                 1.4153,                 2.3046,                  1.294,               0.005644,               0.005644,               0.005644
                     47,                 2.0448,                 2.9969,                 1.5512,                 1.8613,                 2.9684,                 1.4002,                0.60016,                0.23997,                0.22096,                 0.1126,                  1.583,                  2.254,                 1.4161,                 1.4001,                 2.3257,                  1.291,               0.005545,               0.005545,               0.005545
                     48,                  2.015,                 2.9458,                 1.5455,                 1.8367,                 2.9527,                  1.392,                0.61113,                0.24241,                 0.2231,                0.11473,                 1.5766,                 2.2391,                 1.4127,                 1.3974,                 2.3098,                 1.2872,               0.005446,               0.005446,               0.005446
                     49,                 2.0544,                 2.9447,                  1.569,                 1.8694,                 2.9623,                 1.4123,                0.62604,                0.24598,                0.23209,                0.11844,                 1.5645,                 2.1849,                 1.4067,                 1.3937,                 2.2481,                 1.2794,               0.005347,               0.005347,               0.005347
                     50,                 2.0004,                 2.9356,                 1.5361,                 1.8298,                 2.9338,                 1.3831,                0.63119,                0.24875,                0.23901,                0.12141,                 1.5701,                 2.1774,                 1.4076,                 1.4044,                 2.2367,                 1.2859,               0.005248,               0.005248,               0.005248
                     51,                  2.013,                 2.9249,                 1.5391,                 1.8381,                 2.9208,                 1.3878,                0.61439,                0.25624,                0.23715,                0.12214,                 1.5583,                 2.1646,                 1.4048,                 1.3869,                 2.2386,                 1.2842,               0.005149,               0.005149,               0.005149
                     52,                 2.0101,                 2.9081,                  1.546,                  1.828,                 2.9177,                 1.3889,                0.62076,                0.24929,                0.24048,                0.12354,                 1.5574,                 2.1525,                 1.4024,                 1.3838,                 2.2244,                 1.2789,                0.00505,                0.00505,                0.00505
                     53,                 1.9707,                 2.8522,                 1.5142,                 1.8061,                 2.8691,                 1.3708,                0.60515,                0.25616,                0.24316,                0.12673,                 1.5481,                 2.1502,                 1.3954,                 1.3823,                 2.2192,                 1.2762,               0.004951,               0.004951,               0.004951
                     54,                 1.9837,                 2.8383,                 1.5212,                 1.8088,                 2.8613,                 1.3719,                0.62104,                0.26891,                0.24692,                  0.129,                 1.5421,                 2.1298,                 1.3925,                 1.3804,                 2.1994,                 1.2722,               0.004852,               0.004852,               0.004852
                     55,                 1.9815,                 2.8469,                 1.5224,                 1.8193,                 2.8727,                 1.3779,                0.62968,                0.26302,                0.24656,                0.12809,                 1.5382,                 2.1135,                 1.3887,                 1.3784,                 2.2008,                 1.2691,               0.004753,               0.004753,               0.004753
                     56,                 1.9595,                 2.8321,                 1.5093,                 1.8078,                 2.8381,                 1.3666,                0.62941,                0.26127,                 0.2569,                0.13145,                 1.5413,                 2.1191,                 1.3897,                  1.372,                 2.2139,                 1.2717,               0.004654,               0.004654,               0.004654
                     57,                 1.9995,                 2.8745,                 1.5333,                 1.8164,                  2.882,                 1.3784,                0.64581,                0.26409,                0.25959,                0.13319,                 1.5285,                 2.1085,                 1.3825,                 1.3795,                 2.1945,                 1.2749,               0.004555,               0.004555,               0.004555
                     58,                 1.9784,                 2.8512,                 1.5131,                  1.816,                 2.8543,                 1.3736,                0.63577,                0.27253,                0.26148,                 0.1346,                 1.5283,                 2.0747,                 1.3781,                 1.3802,                 2.1516,                 1.2693,               0.004456,               0.004456,               0.004456
                     59,                 1.9753,                  2.815,                 1.5225,                 1.8246,                  2.831,                 1.3794,                 0.6338,                0.28088,                0.26704,                0.13823,                 1.5287,                 2.0473,                 1.3766,                 1.3706,                 2.1223,                 1.2657,               0.004357,               0.004357,               0.004357
                     60,                 1.9592,                 2.8029,                 1.5065,                 1.8095,                 2.8271,                 1.3694,                0.62934,                0.29543,                0.26587,                0.13901,                 1.5242,                 2.0232,                 1.3732,                 1.3662,                 2.1036,                  1.264,               0.004258,               0.004258,               0.004258
                     61,                 1.9552,                  2.807,                 1.5016,                 1.7914,                 2.8071,                 1.3552,                0.63035,                0.28645,                0.27009,                0.14254,                 1.5179,                 2.0325,                  1.373,                  1.369,                 2.0946,                 1.2683,               0.004159,               0.004159,               0.004159
                     62,                 1.9539,                 2.7835,                 1.5052,                 1.7947,                 2.7887,                 1.3626,                0.63913,                0.28486,                0.26855,                0.14071,                  1.517,                 2.0568,                  1.374,                 1.3644,                 2.1178,                 1.2641,                0.00406,                0.00406,                0.00406
                     63,                 1.9434,                 2.7887,                 1.4898,                 1.7913,                 2.7972,                   1.35,                0.64074,                0.29406,                0.27507,                0.14315,                  1.517,                 2.0433,                 1.3694,                 1.3604,                 2.1006,                 1.2577,               0.003961,               0.003961,               0.003961
                     64,                 1.9546,                 2.7184,                 1.5157,                 1.7895,                 2.7346,                 1.3688,                0.64185,                 0.2945,                0.28085,                0.14764,                 1.5061,                 1.9988,                 1.3624,                 1.3601,                 2.0686,                 1.2556,               0.003862,               0.003862,               0.003862
                     65,                 1.9257,                 2.6825,                 1.4874,                 1.7865,                 2.7163,                 1.3533,                0.61369,                0.29931,                0.29102,                0.15409,                 1.4995,                  1.959,                 1.3567,                 1.3616,                 2.0179,                 1.2542,               0.003862,               0.003862,               0.003862
                     66,                 1.9253,                 2.6926,                 1.4892,                 1.7659,                 2.7297,                 1.3472,                0.58013,                0.29387,                0.28446,                0.15164,                 1.5057,                 1.9726,                 1.3619,                   1.35,                 2.0495,                 1.2507,               0.003664,               0.003664,               0.003664
                     67,                 1.9108,                 2.7267,                 1.4756,                 1.7553,                 2.7334,                 1.3344,                0.56937,                0.29079,                0.29019,                0.15327,                 1.4974,                 1.9814,                 1.3593,                 1.3609,                 2.0574,                  1.256,               0.003565,               0.003565,               0.003565
                     68,                 1.9193,                 2.7399,                 1.4757,                 1.7669,                 2.7391,                 1.3376,                0.57735,                 0.3014,                0.29742,                0.15832,                 1.4831,                 1.9442,                 1.3528,                 1.3464,                 2.0234,                 1.2513,               0.003466,               0.003466,               0.003466
                     69,                 1.8927,                 2.6795,                 1.4685,                 1.7368,                 2.6859,                 1.3238,                0.58255,                0.30516,                0.30457,                0.16013,                 1.4898,                 1.9234,                 1.3572,                 1.3491,                 2.0153,                 1.2527,               0.003367,               0.003367,               0.003367
                     70,                 1.8918,                 2.6514,                  1.463,                 1.7305,                 2.6768,                 1.3248,                 0.6322,                0.30301,                0.31622,                0.16578,                 1.4885,                   1.92,                 1.3531,                 1.3486,                 1.9923,                 1.2453,               0.003268,               0.003268,               0.003268
                     71,                 1.8854,                 2.6361,                  1.477,                 1.7441,                 2.6575,                 1.3428,                0.59325,                0.31198,                0.32128,                0.17045,                 1.4753,                 1.8896,                 1.3435,                 1.3439,                 1.9641,                 1.2441,               0.003169,               0.003169,               0.003169
                     72,                 1.8777,                 2.6367,                 1.4566,                 1.7474,                 2.6504,                 1.3258,                0.64615,                0.31183,                0.32023,                0.17212,                 1.4736,                 1.8671,                 1.3443,                 1.3382,                 1.9441,                  1.243,                0.00307,                0.00307,                0.00307
                     73,                 1.8956,                 2.5968,                 1.4721,                 1.7483,                 2.6185,                  1.333,                0.62782,                0.31316,                0.32584,                0.17482,                 1.4706,                 1.8585,                 1.3415,                 1.3477,                 1.9232,                 1.2458,               0.002971,               0.002971,               0.002971
                     74,                 1.8507,                 2.5888,                 1.4421,                 1.7189,                 2.6111,                 1.3152,                0.60087,                0.33055,                 0.3245,                0.17535,                 1.4592,                 1.8522,                 1.3312,                 1.3331,                 1.9113,                 1.2396,               0.002872,               0.002872,               0.002872
                     75,                 1.8704,                 2.5531,                 1.4498,                 1.7325,                 2.5796,                 1.3222,                 0.5864,                  0.335,                0.32586,                0.17585,                 1.4585,                  1.831,                 1.3331,                 1.3337,                 1.9137,                 1.2383,               0.002773,               0.002773,               0.002773
                     76,                 1.8493,                 2.5622,                 1.4394,                 1.7215,                 2.5685,                  1.314,                0.59546,                0.34806,                0.32557,                0.17865,                 1.4572,                 1.8115,                 1.3316,                 1.3319,                   1.89,                 1.2385,               0.002674,               0.002674,               0.002674
                     77,                  1.847,                 2.5452,                 1.4457,                 1.7151,                 2.5576,                 1.3171,                0.59089,                 0.3422,                0.33697,                0.18464,                 1.4612,                 1.7914,                 1.3285,                 1.3412,                 1.8563,                 1.2362,               0.002575,               0.002575,               0.002575
                     78,                 1.8414,                  2.523,                 1.4319,                 1.7171,                 2.5391,                 1.3064,                 0.4051,                0.35192,                0.34683,                0.18974,                 1.4473,                 1.7569,                 1.3225,                 1.3416,                 1.8263,                 1.2349,               0.002476,               0.002476,               0.002476
                     79,                 1.8232,                 2.4759,                 1.4325,                 1.7151,                 2.5309,                 1.3166,                0.38963,                0.35696,                0.34873,                0.19188,                 1.4483,                 1.7431,                 1.3218,                 1.3368,                 1.8285,                 1.2305,               0.002377,               0.002377,               0.002377
                     80,                 1.8233,                  2.455,                 1.4254,                 1.6962,                 2.4838,                 1.3014,                0.40243,                0.34423,                0.35141,                0.19383,                 1.4387,                 1.7183,                 1.3155,                 1.3287,                 1.8163,                 1.2283,               0.002278,               0.002278,               0.002278
                     81,                 1.8224,                 2.4724,                  1.419,                 1.7009,                 2.4928,                  1.296,                0.36591,                0.37263,                0.34866,                 0.1925,                 1.4372,                 1.7061,                 1.3154,                 1.3274,                 1.7927,                 1.2318,               0.002179,               0.002179,               0.002179
                     82,                 1.8129,                 2.4575,                 1.4191,                 1.6882,                 2.4704,                 1.2926,                0.58641,                0.35288,                0.35401,                0.19659,                 1.4353,                  1.692,                 1.3137,                 1.3184,                 1.7707,                 1.2263,                0.00208,                0.00208,                0.00208
                     83,                 1.7991,                 2.4133,                 1.4129,                 1.6861,                 2.4319,                 1.2927,                0.50326,                0.37359,                0.36807,                0.20312,                 1.4374,                 1.6789,                 1.3132,                 1.3224,                 1.7521,                 1.2248,               0.001981,               0.001981,               0.001981
                     84,                 1.7843,                 2.3769,                 1.4048,                 1.6854,                 2.4034,                 1.2927,                0.49245,                0.39094,                0.38567,                0.21194,                 1.4246,                 1.6489,                 1.3046,                 1.3217,                 1.7324,                 1.2265,               0.001882,               0.001882,               0.001882
                     85,                 1.7672,                 2.3759,                 1.3923,                 1.6561,                  2.376,                 1.2699,                0.48336,                0.38619,                 0.3885,                0.21558,                 1.4202,                 1.6254,                 1.2999,                 1.3284,                 1.6955,                 1.2241,               0.001783,               0.001783,               0.001783
                     86,                 1.7759,                 2.3402,                 1.3945,                 1.6804,                 2.3457,                 1.2816,                 0.4727,                0.39947,                0.39669,                0.21902,                 1.4154,                 1.6036,                 1.2973,                 1.3342,                 1.6618,                 1.2293,               0.001684,               0.001684,               0.001684
                     87,                 1.7621,                 2.3324,                 1.3959,                 1.6581,                 2.3375,                 1.2758,                0.46766,                0.40007,                 0.4026,                0.22212,                 1.4117,                 1.5911,                 1.2948,                 1.3361,                 1.6387,                  1.228,               0.001585,               0.001585,               0.001585
                     88,                 1.7356,                 2.2999,                 1.3779,                 1.6434,                 2.3165,                 1.2725,                0.43997,                0.42258,                 0.4114,                0.22765,                 1.4134,                 1.5794,                 1.2921,                 1.3249,                 1.6271,                 1.2201,               0.001486,               0.001486,               0.001486
                     89,                  1.741,                  2.267,                 1.3819,                 1.6398,                 2.2944,                  1.272,                0.49757,                0.41301,                0.41904,                0.23162,                 1.4031,                  1.568,                 1.2859,                 1.3207,                 1.6172,                 1.2209,               0.001387,               0.001387,               0.001387
                     90,                 1.7014,                 2.2304,                 1.3579,                 1.6158,                 2.2491,                 1.2559,                0.50079,                0.42298,                0.42259,                0.23409,                 1.3896,                 1.5489,                 1.2792,                 1.3249,                 1.5979,                 1.2217,               0.001288,               0.001288,               0.001288
                     91,                 1.2585,                 2.0431,                 1.0976,                  1.142,                 1.8327,                0.99774,                0.53287,                0.40882,                0.42651,                0.23901,                 1.3729,                 1.6147,                 1.2683,                  1.312,                  1.623,                 1.2184,               0.001189,               0.001189,               0.001189
                     92,                 1.2397,                 1.9817,                 1.0919,                 1.1315,                 1.7878,                  0.993,                0.57638,                0.40119,                0.42546,                0.24563,                 1.3655,                 1.6779,                 1.2607,                 1.2988,                 1.6589,                  1.207,                0.00109,                0.00109,                0.00109
                     93,                  1.237,                 1.9446,                 1.0955,                 1.1244,                 1.7375,                0.99012,                0.56608,                0.41163,                0.43448,                0.25064,                 1.3614,                   1.72,                 1.2594,                 1.2912,                 1.6934,                 1.2041,               0.000991,               0.000991,               0.000991
                     94,                 1.1891,                 1.8751,                 1.0528,                 1.0817,                 1.6607,                0.95593,                0.62245,                0.41251,                0.44105,                0.25521,                 1.3559,                 1.7451,                 1.2562,                 1.2845,                 1.7029,                 1.1942,               0.000892,               0.000892,               0.000892
                     95,                 1.1901,                 1.8306,                 1.0505,                 1.0915,                 1.6364,                0.95687,                0.60913,                0.41854,                 0.4493,                0.26237,                 1.3513,                  1.729,                 1.2516,                 1.2819,                 1.6858,                 1.1904,               0.000793,               0.000793,               0.000793
                     96,                 1.1781,                 1.7933,                 1.0476,                 1.0935,                 1.6193,                0.96391,                0.59641,                0.41932,                0.45661,                0.26858,                 1.3551,                 1.7181,                  1.251,                 1.2878,                 1.6699,                 1.1896,               0.000694,               0.000694,               0.000694
                     97,                 1.1439,                 1.7675,                 1.0192,                 1.0547,                 1.5678,                0.93563,                0.52777,                0.44452,                0.46295,                0.27223,                 1.3446,                 1.6977,                 1.2443,                 1.2809,                 1.6531,                 1.1834,               0.000595,               0.000595,               0.000595
                     98,                 1.1449,                 1.6723,                  1.034,                 1.0622,                 1.4901,                0.95099,                0.58843,                 0.4379,                0.47408,                0.28035,                 1.3382,                  1.661,                 1.2399,                 1.2833,                 1.6077,                 1.1776,               0.000496,               0.000496,               0.000496
                     99,                 1.1189,                 1.6397,                  1.009,                 1.0381,                 1.4531,                 0.9286,                0.60472,                0.44719,                0.48513,                0.28662,                 1.3299,                 1.6328,                 1.2341,                 1.2731,                 1.5895,                 1.1715,               0.000397,               0.000397,               0.000397
                    100,                 1.0897,                 1.5588,                 0.9905,                 1.0173,                 1.3904,                0.91599,                0.57866,                0.47557,                0.49381,                0.29114,                 1.3238,                 1.6097,                 1.2302,                 1.2674,                 1.5595,                 1.1629,               0.000298,               0.000298,               0.000298
