                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     37,                 2.3358,                 3.1897,                 1.8022,                 2.2185,                 3.5432,                 1.6704,                0.58783,                0.18533,                0.17524,                0.08634,                 1.8577,                 2.4553,                 1.6606,                 1.6861,                 2.7867,                  1.541,              0.0065004,              0.0065004,              0.0065004
                     38,                 2.3152,                 3.1397,                 1.8108,                 2.1977,                 3.5286,                 1.6711,                0.59159,                0.18433,                0.18094,                0.08939,                 1.8487,                 2.4287,                 1.6543,                 1.6832,                 2.7685,                  1.539,              0.0064004,              0.0064004,              0.0064004
                     39,                 2.3285,                 3.1398,                 1.8178,                 2.1994,                 3.5309,                 1.6718,                0.59547,                0.18785,                0.18438,                0.09164,                 1.8422,                 2.4102,                 1.6505,                 1.6796,                 2.7579,                  1.539,              0.0063004,              0.0063004,              0.0063004
                     40,                 2.2955,                 3.1103,                 1.7965,                 2.1766,                 3.4726,                 1.6573,                0.61115,                0.19088,                0.19043,                0.09473,                 1.8286,                 2.3876,                 1.6443,                 1.6815,                 2.7446,                  1.534,              0.0062004,              0.0062004,              0.0062004
                     41,                  2.301,                 3.0601,                  1.804,                 2.2105,                 3.4629,                 1.6763,                0.60762,                0.19841,                 0.1933,                0.09573,                 1.8228,                 2.3748,                 1.6394,                 1.6717,                 2.7461,                 1.5316,              0.0061004,              0.0061004,              0.0061004
                     42,                  2.293,                 3.1096,                 1.7818,                 2.1956,                 3.4681,                 1.6497,                0.58959,                0.20091,                0.19742,                0.09741,                  1.817,                 2.3667,                 1.6346,                 1.6651,                 2.7241,                 1.5258,              0.0060004,              0.0060004,              0.0060004
                     43,                  2.292,                 3.1088,                 1.7866,                  2.188,                 3.4314,                 1.6516,                0.60076,                0.20214,                0.19975,                0.09916,                 1.8167,                 2.3594,                 1.6362,                 1.6535,                  2.715,                 1.5191,              0.0059004,              0.0059004,              0.0059004
                     44,                 2.2936,                  3.087,                 1.7865,                 2.1852,                 3.4695,                 1.6471,                 0.6184,                0.21817,                 0.2045,                0.10057,                 1.8115,                 2.3524,                 1.6348,                 1.6674,                 2.6937,                 1.5248,              0.0058004,              0.0058004,              0.0058004
                     45,                 2.2938,                 3.0698,                 1.7958,                 2.1796,                 3.4396,                 1.6559,                0.61104,                0.22933,                0.20675,                0.10157,                  1.812,                 2.3563,                 1.6332,                 1.6687,                 2.7011,                 1.5251,              0.0057004,              0.0057004,              0.0057004
                     46,                 2.2665,                 3.0659,                  1.767,                 2.1487,                 3.4205,                 1.6272,                0.60762,                0.23294,                0.20739,                0.10215,                 1.8029,                 2.3369,                 1.6265,                 1.6629,                 2.6899,                 1.5199,              0.0056004,              0.0056004,              0.0056004
                     47,                 2.2772,                 3.0741,                 1.7914,                 2.1615,                 3.4446,                 1.6564,                0.59882,                0.23748,                0.20919,                0.10433,                 1.7994,                 2.3311,                 1.6247,                 1.6577,                 2.6861,                 1.5196,              0.0055005,              0.0055005,              0.0055005
                     48,                 2.2822,                 3.0792,                 1.7758,                 2.1702,                 3.4178,                 1.6356,                0.60437,                0.24502,                 0.2112,                0.10564,                 1.7931,                 2.3198,                 1.6219,                 1.6535,                  2.678,                 1.5168,              0.0054005,              0.0054005,              0.0054005
                     49,                 2.2863,                 3.0495,                 1.7832,                 2.1855,                 3.4329,                 1.6491,                0.60185,                0.24584,                0.21543,                0.10647,                 1.7939,                  2.309,                 1.6195,                 1.6526,                 2.6686,                  1.513,              0.0053005,              0.0053005,              0.0053005
                     50,                 2.2359,                 3.0225,                 1.7576,                  2.129,                 3.3738,                 1.6228,                0.60048,                0.25051,                0.21774,                0.10852,                 1.7948,                  2.292,                 1.6183,                  1.657,                  2.649,                 1.5178,              0.0052005,              0.0052005,              0.0052005
                     51,                 2.2641,                 3.0228,                 1.7724,                 2.1553,                 3.3906,                  1.638,                0.60666,                0.24409,                0.21583,                0.10829,                 1.7874,                 2.2793,                  1.614,                 1.6388,                  2.642,                  1.504,              0.0051005,              0.0051005,              0.0051005
                     52,                 2.2629,                 2.9647,                 1.7738,                 2.1496,                 3.3553,                 1.6386,                0.61445,                0.24561,                0.22005,                0.11105,                 1.7777,                 2.2701,                 1.6089,                 1.6529,                 2.6234,                 1.5078,              0.0050005,              0.0050005,              0.0050005
                     53,                 2.2111,                 2.9904,                 1.7433,                 2.1089,                 3.3312,                 1.6114,                0.60855,                0.24505,                 0.2211,                0.11129,                  1.776,                 2.2582,                 1.6075,                 1.6636,                 2.5996,                 1.5081,              0.0049005,              0.0049005,              0.0049005
                     54,                 2.2743,                 3.0012,                 1.7691,                 2.1528,                 3.3535,                 1.6296,                0.61911,                0.24929,                0.22729,                0.11358,                 1.7749,                 2.2482,                 1.6036,                 1.6524,                 2.5921,                 1.5029,              0.0048005,              0.0048005,              0.0048005
                     55,                 2.2244,                 2.9879,                 1.7496,                 2.1172,                  3.314,                 1.6172,                0.61943,                0.24991,                0.22906,                0.11505,                 1.7648,                 2.2324,                 1.5961,                 1.6383,                  2.584,                 1.5021,              0.0047005,              0.0047005,              0.0047005
                     56,                 2.2113,                 2.9431,                 1.7405,                 2.1115,                 3.3125,                 1.6093,                0.60682,                0.24966,                0.22666,                 0.1147,                 1.7712,                 2.2291,                 1.5997,                 1.6461,                 2.5667,                 1.4972,              0.0046005,              0.0046005,              0.0046005
                     57,                  2.224,                 2.9701,                 1.7393,                 2.1267,                 3.3167,                  1.607,                0.59835,                0.25332,                0.22583,                0.11467,                 1.7636,                 2.2312,                 1.5938,                  1.647,                 2.5701,                 1.5006,              0.0045005,              0.0045005,              0.0045005
                     58,                 2.2033,                 2.9314,                 1.7445,                 2.1132,                 3.3161,                 1.6187,                0.60238,                0.26123,                0.22537,                0.11539,                 1.7551,                 2.2239,                 1.5914,                 1.6446,                 2.5599,                 1.4969,              0.0044006,              0.0044006,              0.0044006
                     59,                  2.209,                 2.9806,                 1.7183,                  2.112,                 3.2971,                 1.5862,                0.60772,                0.26808,                0.22796,                0.11752,                 1.7542,                 2.2222,                 1.5893,                 1.6356,                 2.5424,                  1.492,              0.0043006,              0.0043006,              0.0043006
                     60,                  2.214,                  2.925,                  1.742,                 2.1268,                 3.2785,                 1.6151,                0.61015,                 0.2694,                0.23419,                0.11974,                 1.7501,                 2.2097,                 1.5876,                 1.6338,                 2.5198,                 1.4901,              0.0042006,              0.0042006,              0.0042006
                     61,                 2.2218,                 2.9098,                 1.7517,                 2.1273,                 3.2733,                 1.6173,                0.60827,                0.27838,                0.23813,                0.12167,                  1.749,                 2.1991,                 1.5864,                 1.6271,                 2.5169,                 1.4866,              0.0041006,              0.0041006,              0.0041006
                     62,                 2.1827,                   2.87,                 1.7158,                 2.0781,                 3.2084,                 1.5829,                0.61212,                0.28553,                0.24438,                0.12423,                 1.7439,                 2.1825,                 1.5822,                 1.6116,                 2.5119,                 1.4762,              0.0040006,              0.0040006,              0.0040006
                     63,                 2.1732,                 2.8756,                 1.7117,                  2.083,                 3.2329,                 1.5902,                0.61388,                0.28837,                0.24884,                0.12567,                 1.7442,                 2.1667,                  1.582,                 1.6124,                 2.4859,                 1.4795,              0.0039006,              0.0039006,              0.0039006
                     64,                 2.1716,                 2.8511,                 1.7169,                  2.082,                  3.225,                 1.5907,                 0.6183,                0.28603,                0.24885,                 0.1273,                 1.7414,                 2.1656,                 1.5797,                 1.6157,                  2.473,                 1.4814,              0.0038006,              0.0038006,              0.0038006
                     65,                 2.2011,                 2.8569,                 1.7362,                 2.0976,                 3.2312,                 1.5995,                0.61552,                0.27819,                 0.2461,                0.12804,                 1.7393,                  2.167,                 1.5779,                 1.6163,                 2.4762,                 1.4785,              0.0037006,              0.0037006,              0.0037006
                     66,                 2.1652,                 2.8319,                 1.7152,                  2.068,                 3.1904,                 1.5815,                0.61703,                0.27982,                0.24842,                0.12905,                 1.7282,                 2.1522,                 1.5733,                 1.6037,                 2.4745,                 1.4694,              0.0036006,              0.0036006,              0.0036006
                     67,                 2.1484,                 2.7876,                 1.7006,                 2.0691,                 3.1553,                 1.5771,                 0.6148,                0.29307,                0.25135,                0.13102,                  1.724,                  2.136,                 1.5686,                 1.5985,                 2.4498,                 1.4675,              0.0035006,              0.0035006,              0.0035006
                     68,                 2.1613,                 2.7926,                 1.7058,                 2.0834,                 3.1694,                 1.5846,                0.61577,                 0.2888,                0.25228,                0.13261,                 1.7181,                 2.1275,                 1.5646,                 1.5958,                 2.4318,                 1.4665,              0.0034007,              0.0034007,              0.0034007
                     69,                 2.1499,                 2.8159,                 1.6948,                 2.0571,                 3.1492,                 1.5738,                0.61516,                0.29847,                 0.2571,                0.13521,                 1.7114,                  2.124,                 1.5588,                 1.5857,                 2.4298,                 1.4609,              0.0033007,              0.0033007,              0.0033007
                     70,                 2.1315,                 2.8075,                 1.6854,                 2.0562,                 3.1466,                 1.5621,                0.61201,                0.30207,                0.26266,                0.13786,                 1.7124,                  2.108,                 1.5573,                 1.5815,                 2.4244,                 1.4581,              0.0032007,              0.0032007,              0.0032007
                     71,                 2.1156,                 2.7664,                 1.6878,                 2.0382,                 3.1399,                 1.5658,                0.56424,                0.29992,                0.26534,                0.14016,                 1.7124,                 2.0901,                 1.5572,                 1.5966,                 2.3968,                 1.4605,              0.0031007,              0.0031007,              0.0031007
                     72,                 2.1392,                 2.7816,                 1.6848,                 2.0619,                 3.1155,                 1.5672,                 0.5666,                0.30422,                0.27239,                0.14254,                 1.7133,                  2.083,                 1.5554,                 1.6024,                 2.3879,                 1.4602,              0.0030007,              0.0030007,              0.0030007
                     73,                 2.1418,                 2.7594,                 1.6974,                 2.0674,                  3.105,                 1.5729,                0.53972,                0.30834,                0.27597,                0.14506,                  1.712,                 2.0618,                 1.5523,                 1.5953,                 2.3645,                 1.4594,              0.0029007,              0.0029007,              0.0029007
                     74,                 2.1087,                 2.7053,                 1.6789,                 2.0373,                 3.0834,                 1.5619,                0.55678,                0.30415,                0.27892,                 0.1461,                 1.7087,                 2.0445,                 1.5485,                 1.5959,                 2.3462,                 1.4566,              0.0028007,              0.0028007,              0.0028007
                     75,                 2.1113,                 2.7304,                 1.6683,                 2.0428,                 3.0476,                 1.5503,                0.55653,                0.30194,                0.28581,                0.14836,                 1.7019,                 2.0385,                  1.545,                 1.5935,                  2.323,                 1.4574,              0.0027007,              0.0027007,              0.0027007
                     76,                 2.0964,                 2.6929,                  1.675,                 2.0195,                 3.0544,                 1.5571,                0.57677,                0.31655,                0.28928,                 0.1501,                 1.6932,                 2.0305,                 1.5401,                 1.5906,                 2.3141,                 1.4544,              0.0026007,              0.0026007,              0.0026007
                     77,                 2.0661,                 2.6563,                 1.6532,                 1.9941,                 2.9821,                 1.5361,                 0.5718,                0.31152,                0.29014,                0.15114,                 1.6952,                 2.0312,                  1.543,                 1.6097,                 2.3162,                 1.4657,              0.0025007,              0.0025007,              0.0025007
                     78,                 2.0873,                  2.679,                 1.6571,                 2.0177,                  3.017,                 1.5415,                0.59213,                0.31729,                0.29081,                0.15007,                 1.6952,                 2.0232,                 1.5423,                 1.6116,                 2.3134,                 1.4669,              0.0024008,              0.0024008,              0.0024008
                     79,                 2.0993,                 2.6318,                 1.6738,                 2.0258,                 2.9977,                  1.555,                0.59784,                0.31996,                0.29661,                0.15323,                 1.6931,                 2.0074,                 1.5395,                 1.6145,                 2.2956,                 1.4657,              0.0023008,              0.0023008,              0.0023008
                     80,                 2.0716,                 2.6098,                 1.6503,                 2.0141,                 2.9759,                 1.5356,                0.58536,                0.32737,                0.30023,                0.15759,                 1.6896,                 1.9813,                 1.5346,                 1.6139,                 2.2675,                 1.4606,              0.0022008,              0.0022008,              0.0022008
                     81,                 2.0644,                 2.6203,                 1.6467,                 1.9993,                 2.9616,                 1.5287,                0.56334,                0.32908,                0.30483,                0.16051,                 1.6844,                 1.9618,                 1.5297,                 1.6151,                 2.2435,                 1.4576,              0.0021008,              0.0021008,              0.0021008
                     82,                 2.0596,                 2.5727,                 1.6506,                 2.0115,                 2.9437,                 1.5427,                0.58713,                 0.3303,                0.30947,                0.16472,                 1.6771,                 1.9368,                 1.5261,                 1.6135,                 2.2104,                 1.4565,              0.0020008,              0.0020008,              0.0020008
                     83,                 2.0303,                 2.5877,                 1.6219,                 1.9834,                 2.9373,                 1.5201,                0.57513,                 0.3314,                0.31203,                0.16561,                 1.6735,                 1.9311,                 1.5235,                 1.6164,                 2.2048,                  1.459,              0.0019008,              0.0019008,              0.0019008
                     84,                 2.0386,                 2.5344,                 1.6291,                 1.9872,                 2.8815,                 1.5201,                0.59012,                0.33578,                 0.3148,                0.16846,                 1.6673,                 1.9181,                 1.5196,                 1.6149,                 2.1848,                 1.4559,              0.0018008,              0.0018008,              0.0018008
                     85,                 2.0061,                  2.507,                 1.6119,                 1.9576,                 2.8609,                 1.5083,                0.55818,                0.33654,                0.31879,                0.17076,                 1.6616,                 1.9069,                 1.5149,                 1.6101,                  2.163,                 1.4516,              0.0017008,              0.0017008,              0.0017008
                     86,                 2.0129,                 2.5227,                 1.6133,                 1.9695,                 2.8748,                 1.5108,                0.58788,                0.32687,                0.32431,                  0.174,                 1.6514,                 1.8909,                 1.5092,                 1.5917,                 2.1573,                 1.4457,              0.0016008,              0.0016008,              0.0016008
                     87,                 2.0079,                 2.4862,                 1.6256,                 1.9635,                 2.8159,                 1.5228,                0.58808,                 0.3303,                0.32894,                0.17702,                 1.6421,                 1.8768,                 1.5037,                   1.58,                 2.1379,                  1.442,              0.0015009,              0.0015009,              0.0015009
                     88,                 1.9753,                 2.4322,                 1.5969,                 1.9365,                 2.7874,                 1.4954,                0.60267,                0.33075,                0.33512,                0.18168,                 1.6425,                  1.863,                 1.5032,                 1.5788,                 2.1127,                 1.4393,              0.0014009,              0.0014009,              0.0014009
                     89,                 1.9683,                 2.4252,                 1.6008,                 1.9352,                 2.7767,                 1.5006,                0.39045,                0.33668,                0.34124,                 0.1842,                 1.6371,                 1.8514,                 1.5016,                  1.578,                 2.0961,                 1.4437,              0.0013009,              0.0013009,              0.0013009
                     90,                 1.9494,                 2.3926,                 1.5835,                 1.9299,                 2.7327,                 1.4901,                0.39869,                0.35262,                0.35098,                0.18891,                 1.6338,                 1.8432,                 1.4994,                 1.5771,                 2.0808,                 1.4427,              0.0012009,              0.0012009,              0.0012009
                     91,                 1.7222,                 2.3318,                 1.5248,                 1.6142,                 2.3113,                 1.4171,                 0.5958,                0.35345,                0.35449,                0.19299,                 1.6325,                 1.7849,                 1.4963,                 1.5704,                 2.0351,                 1.4369,              0.0011009,              0.0011009,              0.0011009
                     92,                 1.7178,                 2.2591,                  1.528,                 1.6122,                 2.2423,                  1.418,                0.58856,                0.35151,                0.35849,                0.19823,                 1.6187,                 1.7773,                 1.4859,                 1.5582,                 1.9996,                 1.4338,              0.0010009,              0.0010009,              0.0010009
                     93,                 1.6963,                 2.2135,                 1.5143,                 1.5969,                 2.2152,                 1.4037,                0.59349,                0.35546,                0.36064,                0.20192,                 1.5973,                 1.7615,                 1.4737,                 1.5447,                 1.9732,                 1.4246,             0.00090091,             0.00090091,             0.00090091
                     94,                 1.6802,                  2.193,                  1.497,                 1.5818,                 2.1681,                 1.3908,                0.55992,                0.38214,                0.36989,                0.20899,                 1.5856,                 1.7463,                 1.4667,                 1.5354,                 1.9477,                 1.4201,             0.00080092,             0.00080092,             0.00080092
                     95,                 1.6542,                 2.1199,                 1.4798,                 1.5694,                 2.0967,                 1.3792,                0.58072,                0.38171,                0.37777,                0.21407,                 1.5685,                  1.729,                 1.4545,                  1.528,                 1.9208,                 1.4167,             0.00070093,             0.00070093,             0.00070093
                     96,                 1.6258,                 2.0667,                 1.4576,                 1.5539,                 2.0703,                 1.3649,                0.52702,                0.39861,                0.38343,                 0.2184,                 1.5622,                 1.7102,                 1.4497,                 1.5323,                 1.8852,                 1.4141,             0.00060094,             0.00060094,             0.00060094
                     97,                  1.606,                 2.0046,                 1.4458,                 1.5327,                 1.9891,                  1.354,                0.43202,                0.38547,                0.38803,                0.22112,                 1.5567,                 1.6882,                 1.4447,                 1.5336,                 1.8605,                 1.4123,             0.00050095,             0.00050095,             0.00050095
                     98,                 1.5968,                 1.9553,                 1.4386,                 1.5294,                 1.9498,                 1.3476,                0.46733,                0.39508,                0.39373,                0.22434,                 1.5533,                 1.6661,                  1.443,                 1.5372,                 1.8382,                 1.4082,             0.00040096,             0.00040096,             0.00040096
                     99,                  1.562,                 1.9083,                   1.41,                 1.4886,                 1.9075,                 1.3176,                 0.5072,                0.39257,                0.39825,                0.22853,                 1.5437,                 1.6441,                 1.4354,                 1.5189,                 1.8142,                 1.3902,             0.00030097,             0.00030097,             0.00030097
                    100,                 1.5214,                 1.8438,                 1.3913,                 1.4584,                 1.8289,                 1.3068,                0.47563,                0.39266,                0.40621,                0.23399,                 1.5389,                 1.6209,                 1.4306,                 1.5269,                 1.7937,                 1.3986,             0.00020098,             0.00020098,             0.00020098
