                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
15,2.2392,3.4723,1.69,2.0106,3.4408,1.5188,0.88,0.10965,0.12606,0.05596,1.7827,2.8793,1.5624,1.5344,2.9022,1.3824,0.008713,0.008713,0.008713
16,2.2308,3.4887,1.677,1.9966,3.4174,1.5008,0.87787,0.112,0.1243,0.05695,1.7755,2.895,1.5583,1.5251,2.911,1.3781,0.008614,0.008614,0.008614
17,2.2331,3.4799,1.6694,1.9898,3.4187,1.4955,0.90053,0.09412,0.1255,0.0579,1.7679,2.8881,1.5527,1.5249,2.8946,1.38,0.008515,0.008515,0.008515
18,2.2262,3.46,1.6718,1.996,3.4115,1.499,0.901,0.09694,0.12848,0.05945,1.7626,2.8533,1.5491,1.5225,2.868,1.3725,0.008416,0.008416,0.008416
19,2.2011,3.4485,1.6619,1.9787,3.3895,1.4871,0.88011,0.11388,0.12503,0.05836,1.7586,2.8846,1.5433,1.5186,2.8789,1.3717,0.008317,0.008317,0.008317
20,2.2174,3.441,1.671,1.9811,3.3947,1.4949,0.87897,0.11859,0.13145,0.06015,1.7515,2.9312,1.5393,1.5267,2.8985,1.3676,0.008218,0.008218,0.008218
21,2.1892,3.449,1.6468,1.9517,3.365,1.465,0.8775,0.11529,0.1339,0.06154,1.7435,2.8785,1.5337,1.512,2.8745,1.3618,0.008119,0.008119,0.008119
22,2.2085,3.4178,1.6602,1.9964,3.3542,1.4896,0.80403,0.11844,0.13471,0.0622,1.7387,2.8721,1.5292,1.5144,2.8618,1.3606,0.00802,0.00802,0.00802
23,2.1969,3.378,1.6578,1.9675,3.3195,1.4844,0.77313,0.11986,0.13564,0.06306,1.7296,2.8125,1.5208,1.5043,2.8098,1.354,0.007921,0.007921,0.007921
24,2.1733,3.3677,1.6425,1.9588,3.337,1.4781,0.75623,0.12409,0.14208,0.06627,1.7203,2.762,1.5117,1.5008,2.7681,1.3498,0.007822,0.007822,0.007822
25,2.1999,3.3545,1.6634,1.9647,3.302,1.4836,0.78087,0.12751,0.14388,0.06796,1.712,2.729,1.5084,1.4907,2.7388,1.3495,0.007723,0.007723,0.007723
26,2.1643,3.3504,1.6371,1.9445,3.2964,1.4689,0.79046,0.12989,0.14778,0.07011,1.6985,2.696,1.4992,1.4867,2.7088,1.3447,0.007624,0.007624,0.007624
27,2.1697,3.3433,1.6394,1.9412,3.3067,1.472,0.77878,0.12939,0.15133,0.07191,1.6925,2.6923,1.4964,1.4885,2.7023,1.3411,0.007525,0.007525,0.007525
28,2.1675,3.3147,1.6419,1.9365,3.2695,1.4659,0.80724,0.13655,0.15653,0.07399,1.6894,2.6533,1.4955,1.4796,2.6702,1.3399,0.007426,0.007426,0.007426
29,2.1829,3.2983,1.6436,1.9669,3.2649,1.4711,0.79619,0.15116,0.16414,0.07655,1.6849,2.5979,1.493,1.4869,2.6268,1.3413,0.007327,0.007327,0.007327
30,2.1549,3.2466,1.6316,1.9373,3.2245,1.4606,0.73704,0.15115,0.1684,0.07887,1.6747,2.5679,1.4836,1.4716,2.597,1.3339,0.007228,0.007228,0.007228
31,2.1571,3.2271,1.6331,1.9332,3.2066,1.4599,0.56481,0.15817,0.1637,0.07742,1.6638,2.5334,1.4789,1.4643,2.581,1.3309,0.007129,0.007129,0.007129
32,2.1414,3.24,1.6129,1.9382,3.2031,1.4506,0.53363,0.15403,0.16443,0.07841,1.6565,2.5483,1.4741,1.4628,2.5946,1.3305,0.00703,0.00703,0.00703
33,2.1249,3.1772,1.6182,1.9115,3.1678,1.4546,0.53163,0.15798,0.16479,0.07951,1.6516,2.5283,1.4678,1.4529,2.5865,1.3253,0.006931,0.006931,0.006931
34,2.1247,3.2226,1.6213,1.9057,3.1985,1.4446,0.66659,0.17969,0.16784,0.08173,1.652,2.5082,1.4648,1.4532,2.5696,1.3245,0.006832,0.006832,0.006832
35,2.1218,3.2163,1.6052,1.8991,3.1936,1.4332,0.66894,0.18017,0.17116,0.0814,1.6522,2.5186,1.4667,1.4551,2.57,1.3211,0.006733,0.006733,0.006733
36,2.1116,3.168,1.5984,1.9135,3.1408,1.4385,0.58829,0.17533,0.16743,0.08013,1.6534,2.5515,1.4679,1.4646,2.5963,1.3265,0.006634,0.006634,0.006634
37,2.1265,3.2066,1.6037,1.9094,3.1817,1.4247,0.58131,0.17728,0.17078,0.082,1.6581,2.5302,1.4686,1.457,2.5766,1.3219,0.006535,0.006535,0.006535
38,2.1211,3.17,1.6039,1.9072,3.1605,1.4403,0.58242,0.18307,0.17686,0.08602,1.6498,2.5008,1.4625,1.4548,2.5403,1.3236,0.006436,0.006436,0.006436
39,2.0899,3.1271,1.5821,1.8839,3.1214,1.4166,0.57958,0.19021,0.17904,0.08755,1.6473,2.4988,1.4602,1.4567,2.5463,1.3202,0.006337,0.006337,0.006337
40,2.1066,3.162,1.6005,1.8747,3.1505,1.4239,0.61053,0.20234,0.18259,0.08838,1.627,2.4715,1.4529,1.4388,2.5397,1.3089,0.006238,0.006238,0.006238
41,2.1172,3.121,1.6022,1.9049,3.1265,1.4328,0.59197,0.2065,0.17879,0.08798,1.6197,2.4454,1.4482,1.4423,2.5148,1.3129,0.006139,0.006139,0.006139
42,2.0755,3.0802,1.5793,1.884,3.0928,1.4235,0.60116,0.21791,0.18689,0.09181,1.612,2.4409,1.4443,1.4396,2.5094,1.3147,0.00604,0.00604,0.00604
43,2.1003,3.1246,1.5857,1.8823,3.1056,1.4121,0.59919,0.22563,0.18949,0.09441,1.6129,2.4336,1.443,1.4268,2.4946,1.3026,0.005941,0.005941,0.005941
44,2.0963,3.1136,1.5892,1.8832,3.084,1.416,0.60041,0.22867,0.19605,0.09692,1.6114,2.4,1.4365,1.4437,2.448,1.3074,0.005842,0.005842,0.005842
45,2.0926,3.1027,1.587,1.8801,3.1009,1.4187,0.6381,0.23102,0.20841,0.10091,1.6094,2.3911,1.4359,1.4437,2.4276,1.3051,0.005743,0.005743,0.005743
46,2.069,3.0612,1.5795,1.8794,3.0524,1.4201,0.63213,0.23923,0.21352,0.10524,1.6009,2.3712,1.4302,1.4411,2.4036,1.304,0.005644,0.005644,0.005644
47,2.0851,3.093,1.573,1.8759,3.0614,1.4035,0.60538,0.23576,0.21172,0.10426,1.6014,2.3485,1.4287,1.4412,2.3767,1.3023,0.005545,0.005545,0.005545
48,2.0486,3.0359,1.5657,1.8622,3.0319,1.4081,0.60762,0.23684,0.21157,0.10534,1.5968,2.3384,1.4251,1.4312,2.3762,1.296,0.005446,0.005446,0.005446
49,2.0816,3.0316,1.587,1.8732,3.0443,1.4128,0.61266,0.24067,0.21431,0.10596,1.5949,2.3038,1.4251,1.417,2.35,1.2956,0.005347,0.005347,0.005347
50,2.0413,3.0246,1.561,1.8517,3.0207,1.3992,0.60848,0.24122,0.21323,0.10594,1.5912,2.2761,1.421,1.4182,2.3288,1.2986,0.005248,0.005248,0.005248
51,2.0464,3.0161,1.5595,1.8523,3.0107,1.3962,0.62796,0.23518,0.2204,0.11068,1.5869,2.262,1.4193,1.4232,2.3106,1.2953,0.005149,0.005149,0.005149
52,2.038,3.002,1.5659,1.844,3.0025,1.4009,0.62292,0.24601,0.22571,0.1117,1.587,2.2482,1.4179,1.4233,2.2939,1.2954,0.00505,0.00505,0.00505
53,2.0009,2.9477,1.5327,1.8316,2.9453,1.3805,0.63521,0.23977,0.23108,0.11503,1.5835,2.2261,1.4173,1.4221,2.2653,1.2927,0.004951,0.004951,0.004951
54,2.0196,2.9722,1.5445,1.8244,2.9588,1.3806,0.64142,0.24495,0.23959,0.11835,1.574,2.2239,1.413,1.4187,2.2652,1.2883,0.004852,0.004852,0.004852
55,2.0247,2.9379,1.5481,1.8401,2.9521,1.3912,0.62034,0.24929,0.24172,0.11985,1.5718,2.1993,1.4108,1.4195,2.256,1.2857,0.004753,0.004753,0.004753
56,1.9903,2.9159,1.5275,1.8134,2.9305,1.3743,0.63424,0.25412,0.24,0.1199,1.563,2.2012,1.4034,1.4222,2.2558,1.2855,0.004654,0.004654,0.004654
57,2.0261,2.9638,1.5502,1.8385,2.9571,1.3872,0.63571,0.25929,0.24429,0.12178,1.557,2.1876,1.4002,1.4178,2.2342,1.286,0.004555,0.004555,0.004555
58,1.9973,2.9307,1.529,1.823,2.9407,1.3769,0.64533,0.25172,0.24327,0.12172,1.5565,2.1968,1.3999,1.4151,2.2482,1.2903,0.004456,0.004456,0.004456
59,2.0076,2.9095,1.5425,1.8352,2.9162,1.3895,0.62637,0.25255,0.24283,0.12244,1.547,2.1632,1.3943,1.4085,2.2369,1.2818,0.004357,0.004357,0.004357
60,1.9909,2.8934,1.5246,1.8283,2.899,1.3766,0.62985,0.25994,0.24307,0.12434,1.5464,2.1462,1.3933,1.4159,2.2102,1.284,0.004258,0.004258,0.004258
61,1.9935,2.8912,1.5257,1.8126,2.8782,1.3652,0.62494,0.26591,0.246,0.12398,1.5498,2.1295,1.3931,1.4203,2.2009,1.2834,0.004159,0.004159,0.004159
62,1.9853,2.862,1.5216,1.8109,2.8597,1.3652,0.6465,0.25625,0.25035,0.1284,1.5515,2.1772,1.3899,1.4171,2.2275,1.2796,0.00406,0.00406,0.00406
63,1.9696,2.8579,1.5077,1.8052,2.8622,1.3595,0.6334,0.27083,0.25371,0.13177,1.5496,2.1315,1.3881,1.4084,2.1909,1.2739,0.003961,0.003961,0.003961
64,1.9819,2.7908,1.5312,1.8047,2.8078,1.3753,0.64369,0.27053,0.26041,0.1358,1.5442,2.0972,1.3845,1.4009,2.1688,1.2724,0.003862,0.003862,0.003862
65,1.9604,2.8523,1.4968,1.7905,2.8236,1.3491,0.65675,0.26467,0.26737,0.14016,1.5385,2.1096,1.3807,1.4035,2.1637,1.2772,0.003763,0.003763,0.003763
66,1.9644,2.8262,1.4982,1.7874,2.8107,1.3477,0.65547,0.26973,0.27524,0.14359,1.5355,2.0813,1.3778,1.3962,2.1399,1.2717,0.003664,0.003664,0.003664
67,1.9351,2.8018,1.4863,1.7735,2.8071,1.3395,0.65582,0.26445,0.28067,0.14575,1.5315,2.0557,1.3763,1.3956,2.1077,1.2692,0.003565,0.003565,0.003565
68,1.9366,2.7763,1.4855,1.7669,2.7695,1.3341,0.60969,0.27328,0.28632,0.14864,1.5246,2.019,1.3734,1.4011,2.072,1.271,0.003466,0.003466,0.003466
69,1.9178,2.7449,1.4797,1.7689,2.735,1.3394,0.65671,0.27238,0.28929,0.15085,1.5206,2.0087,1.3712,1.3899,2.071,1.2673,0.003367,0.003367,0.003367
70,1.8926,2.7007,1.4711,1.7472,2.7218,1.3345,0.55717,0.28581,0.28954,0.15234,1.5152,1.9944,1.368,1.3858,2.0545,1.263,0.003268,0.003268,0.003268
71,1.8875,2.7239,1.4623,1.739,2.7294,1.3206,0.58064,0.28473,0.29611,0.15562,1.5096,1.98,1.3637,1.3819,2.0387,1.2587,0.003169,0.003169,0.003169
72,1.8905,2.6909,1.4657,1.7402,2.6766,1.3257,0.56081,0.31438,0.30125,0.15905,1.5058,1.9462,1.3615,1.3726,2.0214,1.2546,0.00307,0.00307,0.00307
73,1.9178,2.689,1.4826,1.7595,2.6971,1.3373,0.55162,0.31323,0.30567,0.16119,1.5031,1.9165,1.3583,1.3799,1.9818,1.2571,0.002971,0.002971,0.002971
74,1.9117,2.6688,1.477,1.7567,2.6693,1.333,0.55724,0.28979,0.30502,0.16258,1.4995,1.8981,1.3559,1.3819,1.9673,1.2545,0.002872,0.002872,0.002872
75,1.8974,2.622,1.4683,1.7481,2.6475,1.3319,0.55615,0.30297,0.3096,0.16692,1.4858,1.8849,1.3485,1.3703,1.9606,1.253,0.002773,0.002773,0.002773
76,1.8946,2.6469,1.4719,1.7418,2.6458,1.3283,0.53656,0.30585,0.31711,0.17161,1.4757,1.8685,1.3385,1.367,1.9287,1.2476,0.002674,0.002674,0.002674
77,1.8417,2.5631,1.4369,1.7005,2.5899,1.3013,0.56259,0.31842,0.32497,0.17523,1.4734,1.84,1.3357,1.3735,1.8997,1.247,0.002575,0.002575,0.002575
78,1.8484,2.5732,1.446,1.7086,2.6016,1.3077,0.56902,0.34199,0.32563,0.17674,1.4734,1.8307,1.3354,1.3709,1.89,1.2461,0.002476,0.002476,0.002476
79,1.858,2.5733,1.4345,1.7096,2.5918,1.2956,0.58871,0.34428,0.3278,0.17999,1.4622,1.7957,1.3274,1.3591,1.8704,1.2327,0.002377,0.002377,0.002377
80,1.854,2.564,1.4463,1.7113,2.5723,1.3061,0.57034,0.33718,0.33182,0.18262,1.4611,1.7781,1.3247,1.342,1.8622,1.2288,0.002278,0.002278,0.002278
81,1.8182,2.5196,1.4278,1.685,2.535,1.2978,0.59043,0.35569,0.33864,0.18671,1.4572,1.7609,1.3228,1.348,1.837,1.2264,0.002179,0.002179,0.002179
82,1.8314,2.5465,1.4347,1.6889,2.5514,1.295,0.39096,0.35447,0.34116,0.18777,1.4567,1.7505,1.3187,1.3422,1.8135,1.2284,0.00208,0.00208,0.00208
83,1.8334,2.4936,1.438,1.7017,2.5349,1.3077,0.56822,0.35946,0.35225,0.1935,1.44,1.7317,1.3074,1.3345,1.801,1.219,0.001981,0.001981,0.001981
84,1.8145,2.4783,1.4048,1.6744,2.4969,1.2726,0.57346,0.3679,0.35785,0.19742,1.4423,1.7123,1.3077,1.3338,1.777,1.2202,0.001882,0.001882,0.001882
85,1.7811,2.4065,1.4013,1.6511,2.4542,1.2739,0.58186,0.35837,0.36118,0.20135,1.4357,1.6928,1.3049,1.3314,1.7543,1.2219,0.001783,0.001783,0.001783
86,1.7713,2.3758,1.4002,1.6576,2.4133,1.2798,0.59397,0.37218,0.36757,0.20608,1.4236,1.6662,1.2969,1.3259,1.735,1.2194,0.001684,0.001684,0.001684
87,1.7613,2.3212,1.3921,1.6458,2.3702,1.2724,0.61444,0.36804,0.38099,0.21484,1.4215,1.6485,1.2962,1.335,1.6994,1.2181,0.001684,0.001684,0.001684
88,1.7449,2.3176,1.3853,1.6306,2.3641,1.2655,0.61162,0.38714,0.38934,0.21777,1.4143,1.6318,1.2926,1.3393,1.6806,1.219,0.001486,0.001486,0.001486
89,1.7248,2.3432,1.3685,1.6134,2.3769,1.2512,0.46554,0.39258,0.39031,0.21862,1.4064,1.617,1.2885,1.3293,1.6704,1.2185,0.001387,0.001387,0.001387
90,1.7193,2.295,1.36,1.6132,2.3392,1.247,0.47541,0.39585,0.39306,0.22272,1.4005,1.5966,1.2844,1.3238,1.6623,1.2129,0.001288,0.001288,0.001288
91,1.2852,2.1121,1.1197,1.1433,1.8922,1.0084,0.56205,0.38462,0.39711,0.22891,1.3954,1.6435,1.2786,1.3202,1.6548,1.2087,0.001189,0.001189,0.001189
92,1.2297,2.0464,1.0865,1.1007,1.8489,0.97784,0.60994,0.38188,0.39555,0.22769,1.3816,1.6953,1.2719,1.3234,1.6791,1.2095,0.00109,0.00109,0.00109
93,1.2245,1.9581,1.0732,1.1102,1.7663,0.97144,0.50863,0.39644,0.403,0.2342,1.3758,1.7319,1.2671,1.3175,1.6967,1.1984,0.000991,0.000991,0.000991
94,1.202,1.9263,1.0672,1.0873,1.7332,0.96797,0.5283,0.39579,0.40458,0.2382,1.3728,1.7505,1.2636,1.3074,1.7247,1.1988,0.000892,0.000892,0.000892
95,1.211,1.9182,1.0654,1.0848,1.7388,0.95959,0.56637,0.3963,0.41693,0.2442,1.361,1.7417,1.2557,1.3087,1.695,1.1958,0.000793,0.000793,0.000793
96,1.1894,1.8594,1.0567,1.0766,1.6706,0.95689,0.63361,0.40784,0.42591,0.25099,1.3533,1.7289,1.2493,1.3013,1.6764,1.1905,0.000694,0.000694,0.000694
97,1.1727,1.8067,1.0426,1.0689,1.6367,0.94674,0.62998,0.39924,0.43005,0.25384,1.3455,1.7322,1.2416,1.2893,1.6714,1.1806,0.000595,0.000595,0.000595
98,1.1427,1.7316,1.0216,1.051,1.5742,0.93663,0.64863,0.38502,0.44129,0.2601,1.3349,1.6951,1.2376,1.2839,1.638,1.1769,0.000496,0.000496,0.000496
99,1.1334,1.6958,1.0165,1.0371,1.5416,0.92853,0.63096,0.39994,0.4496,0.26551,1.3327,1.6627,1.2371,1.2747,1.6208,1.1708,0.000397,0.000397,0.000397
100,1.0867,1.6018,0.99296,1.0104,1.4618,0.91568,0.61701,0.394,0.45803,0.27062,1.3211,1.6366,1.23,1.273,1.6064,1.1705,0.000298,0.000298,0.000298
