                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     14,                  2.435,                 3.4122,                 1.8869,                 2.2843,                 3.7454,                 1.7375,                0.59231,                0.11992,                0.16387,                0.07656,                  1.894,                 2.5855,                 1.7071,                 1.7291,                 2.9539,                 1.5756,               0.008812,               0.008812,               0.008812
                     15,                 2.4287,                 3.3588,                 1.8727,                  2.283,                 3.7046,                 1.7289,                0.62379,                0.12042,                0.16196,                 0.0762,                 1.8925,                 2.5839,                 1.7044,                 1.7181,                  2.947,                 1.5698,               0.008713,               0.008713,               0.008713
                     16,                 2.4237,                 3.3793,                 1.8601,                 2.2677,                 3.7126,                 1.7106,                0.62679,                0.11623,                0.15485,                0.07373,                  1.898,                 2.6291,                 1.7087,                 1.7223,                 2.9886,                 1.5675,               0.008614,               0.008614,               0.008614
                     17,                 2.3835,                 3.2986,                 1.8537,                 2.2581,                 3.6521,                 1.7135,                0.63486,                0.11901,                0.15491,                0.07446,                 1.8932,                 2.6408,                 1.7059,                 1.7163,                 3.0024,                 1.5656,               0.008515,               0.008515,               0.008515
                     18,                 2.3969,                 3.3666,                 1.8563,                 2.2744,                 3.7096,                 1.7223,                0.60471,                0.11662,                0.15544,                 0.0751,                  1.891,                 2.6462,                 1.7021,                  1.712,                 3.0121,                 1.5675,               0.008416,               0.008416,               0.008416
                     19,                 2.4072,                 3.3386,                 1.8531,                 2.2784,                 3.6768,                 1.7111,                0.61077,                0.12011,                0.15603,                 0.0755,                  1.887,                 2.6473,                 1.6994,                 1.7057,                 3.0059,                 1.5591,               0.008317,               0.008317,               0.008317
                     20,                  2.402,                 3.3293,                 1.8618,                 2.2578,                 3.6714,                 1.7107,                0.64928,                0.12461,                0.15828,                0.07639,                 1.8785,                 2.6292,                 1.6964,                  1.709,                  2.981,                 1.5591,               0.008218,               0.008218,               0.008218
                     21,                 2.3939,                 3.2885,                 1.8569,                 2.2532,                  3.654,                 1.7113,                0.61548,                 0.1365,                0.16604,                0.07845,                 1.8715,                 2.6009,                 1.6932,                  1.719,                 2.9484,                 1.5659,               0.008119,               0.008119,               0.008119
                     22,                 2.3956,                 3.2771,                 1.8629,                 2.2592,                 3.6515,                 1.7115,                0.64226,                0.14249,                0.16361,                0.07868,                 1.8618,                 2.5744,                 1.6872,                 1.7034,                  2.929,                 1.5636,                0.00802,                0.00802,                0.00802
                     23,                 2.3789,                 3.2992,                 1.8474,                 2.2373,                 3.6411,                 1.7011,                0.60239,                0.14872,                0.16642,                0.07991,                 1.8572,                 2.5746,                  1.682,                 1.6953,                 2.9306,                 1.5608,               0.007921,               0.007921,               0.007921
                     24,                 2.3777,                  3.293,                 1.8414,                 2.2463,                  3.631,                 1.6936,                0.60736,                0.14667,                0.16593,                0.08087,                 1.8564,                 2.5617,                 1.6814,                 1.6969,                 2.9067,                 1.5573,               0.007822,               0.007822,               0.007822
                     25,                 2.3978,                  3.305,                 1.8672,                 2.2576,                 3.6639,                 1.7159,                0.59474,                0.14632,                0.16939,                0.08228,                 1.8538,                 2.5517,                 1.6825,                 1.6889,                 2.8882,                  1.547,               0.007723,               0.007723,               0.007723
                     26,                  2.375,                 3.2894,                 1.8402,                 2.2409,                 3.6268,                 1.6948,                0.59896,                0.15336,                0.17267,                0.08351,                 1.8507,                 2.5403,                 1.6792,                 1.6765,                 2.8868,                 1.5417,               0.007624,               0.007624,               0.007624
                     27,                 2.3614,                 3.2574,                 1.8272,                 2.2418,                  3.608,                   1.69,                0.60419,                 0.1545,                0.17379,                0.08455,                  1.846,                 2.5311,                 1.6744,                 1.6751,                 2.8773,                 1.5435,               0.007525,               0.007525,               0.007525
                     28,                 2.3661,                 3.2886,                 1.8339,                 2.2361,                 3.6203,                 1.6892,                0.60312,                0.15313,                0.17367,                 0.0841,                  1.843,                 2.5287,                 1.6731,                 1.6763,                 2.8634,                 1.5358,               0.007426,               0.007426,               0.007426
                     29,                 2.3509,                 3.2416,                 1.8343,                 2.2252,                 3.5821,                 1.6925,                0.62196,                0.15559,                0.17477,                0.08516,                 1.8377,                 2.5138,                 1.6693,                 1.6708,                 2.8521,                  1.535,               0.007327,               0.007327,               0.007327
                     30,                  2.364,                 3.2223,                 1.8416,                 2.2309,                  3.593,                 1.7009,                0.64055,                0.15159,                0.17645,                0.08652,                 1.8383,                  2.519,                 1.6697,                 1.6709,                 2.8451,                 1.5373,               0.007228,               0.007228,               0.007228
                     31,                 2.3616,                 3.2327,                 1.8356,                 2.2253,                 3.5676,                 1.6833,                0.60496,                0.15689,                0.17835,                0.08664,                 1.8367,                 2.5004,                 1.6676,                 1.6799,                  2.826,                 1.5404,               0.007129,               0.007129,               0.007129
                     32,                 2.3776,                 3.2537,                 1.8397,                 2.2251,                   3.58,                 1.6817,                 0.6105,                 0.1562,                0.17985,                 0.0884,                 1.8387,                  2.479,                 1.6678,                 1.6834,                 2.8031,                   1.54,                0.00703,                0.00703,                0.00703
                     33,                  2.356,                 3.1952,                 1.8246,                 2.2228,                 3.5573,                 1.6807,                0.59532,                0.15888,                0.18299,                0.08875,                 1.8361,                 2.4607,                 1.6655,                 1.6761,                 2.7887,                 1.5367,               0.006931,               0.006931,               0.006931
                     34,                 2.3382,                  3.217,                 1.8226,                 2.2152,                 3.5579,                 1.6805,                0.63332,                0.15949,                0.18252,                0.08901,                 1.8311,                 2.4708,                  1.665,                 1.6747,                 2.8092,                 1.5317,               0.006832,               0.006832,               0.006832
                     35,                 2.3394,                 3.1513,                 1.8222,                 2.2262,                 3.5336,                 1.6833,                0.61024,                0.16177,                 0.1854,                0.08996,                 1.8299,                 2.4581,                  1.663,                 1.6696,                 2.8043,                 1.5306,               0.006733,               0.006733,               0.006733
                     36,                 2.3548,                 3.2048,                 1.8293,                 2.2222,                 3.5678,                 1.6808,                0.62328,                0.17101,                0.18689,                0.08997,                 1.8295,                 2.4419,                   1.66,                  1.672,                 2.7945,                 1.5328,               0.006634,               0.006634,               0.006634
                     37,                 2.3407,                 3.2208,                 1.8071,                 2.2155,                 3.5811,                 1.6703,                0.61256,                0.17904,                0.18765,                0.09187,                 1.8269,                 2.4461,                 1.6557,                  1.671,                 2.7887,                 1.5308,               0.006535,               0.006535,               0.006535
                     38,                 2.3282,                 3.1638,                 1.8185,                 2.2097,                 3.5371,                 1.6746,                0.61919,                0.18264,                0.19135,                0.09395,                 1.8177,                 2.4278,                 1.6492,                 1.6651,                 2.7757,                 1.5258,               0.006436,               0.006436,               0.006436
                     39,                 2.3435,                  3.167,                 1.8245,                 2.2101,                 3.5377,                 1.6775,                0.61432,                0.19367,                0.19261,                0.09525,                 1.8119,                 2.4146,                 1.6463,                 1.6638,                 2.7571,                 1.5247,               0.006337,               0.006337,               0.006337
                     40,                 2.3169,                 3.1451,                 1.8091,                 2.2054,                 3.4922,                 1.6725,                0.57519,                0.19527,                0.16573,                0.07976,                  1.876,                 2.5334,                 1.6719,                 1.7026,                 2.8838,                 1.5385,               0.006238,               0.006238,               0.006238
                     41,                 2.3114,                 3.1128,                 1.8096,                 2.2094,                 3.5198,                 1.6795,                0.58704,                  0.194,                0.17521,                0.08625,                 1.8282,                   2.46,                 1.6549,                 1.6638,                 2.8142,                 1.5342,               0.006139,               0.006139,               0.006139
                     42,                 2.3112,                  3.124,                  1.791,                 2.2024,                 3.4743,                 1.6596,                0.59715,                0.18559,                0.18576,                0.09132,                 1.8067,                 2.4164,                 1.6462,                 1.6435,                  2.766,                 1.5228,                0.00604,                0.00604,                0.00604
                     43,                 2.3082,                 3.1314,                 1.7966,                 2.1913,                 3.4731,                 1.6538,                0.60123,                0.18291,                 0.1898,                0.09326,                 1.8007,                 2.3932,                 1.6425,                 1.6497,                 2.7336,                  1.527,               0.005941,               0.005941,               0.005941
                     44,                 2.3034,                 3.1162,                 1.7923,                  2.181,                 3.4777,                  1.651,                0.61498,                0.19153,                0.19401,                0.09567,                 1.7927,                 2.3662,                 1.6366,                 1.6592,                 2.7011,                 1.5274,               0.005842,               0.005842,               0.005842
                     45,                 2.3099,                 3.0857,                 1.8029,                 2.1772,                 3.4647,                 1.6552,                0.62946,                0.20226,                0.20047,                0.09841,                 1.7971,                 2.3393,                 1.6348,                 1.6577,                 2.6808,                 1.5231,               0.005743,               0.005743,               0.005743
                     46,                  2.277,                 3.0945,                 1.7753,                 2.1631,                  3.427,                 1.6421,                0.62942,                0.20637,                0.20717,                0.10172,                 1.7908,                 2.3251,                 1.6293,                 1.6534,                 2.6674,                 1.5198,               0.005644,               0.005644,               0.005644
                     47,                 2.3017,                 3.0876,                 1.8036,                 2.1694,                 3.4454,                 1.6615,                0.62368,                0.20571,                0.21141,                0.10387,                 1.7833,                 2.3066,                 1.6238,                 1.6499,                 2.6483,                 1.5181,               0.005545,               0.005545,               0.005545
                     48,                 2.2973,                 3.1213,                 1.7881,                  2.175,                 3.4555,                 1.6441,                0.62527,                0.20995,                0.21284,                0.10588,                 1.7798,                 2.3013,                 1.6204,                 1.6491,                   2.64,                 1.5145,               0.005446,               0.005446,               0.005446
                     49,                 2.3033,                  3.097,                  1.793,                 2.1877,                 3.4636,                 1.6543,                0.61309,                0.21143,                0.21372,                0.10674,                 1.7855,                  2.297,                 1.6211,                 1.6444,                 2.6383,                 1.5125,               0.005347,               0.005347,               0.005347
                     50,                  2.244,                 3.0521,                 1.7644,                 2.1395,                 3.3962,                 1.6304,                0.60809,                0.21788,                0.21323,                0.10733,                 1.7853,                 2.2923,                  1.622,                 1.6312,                 2.6348,                 1.5106,               0.005248,               0.005248,               0.005248
                     51,                 2.2787,                 3.0655,                 1.7827,                  2.177,                  3.422,                   1.65,                 0.5968,                0.22588,                0.21386,                0.10755,                 1.7862,                 2.2934,                 1.6203,                 1.6222,                 2.6362,                  1.511,               0.005149,               0.005149,               0.005149
                     52,                 2.2774,                 3.0048,                 1.7843,                 2.1709,                 3.3701,                 1.6436,                 0.6001,                0.23975,                0.21745,                0.10978,                  1.781,                 2.2854,                 1.6163,                 1.6253,                 2.6255,                 1.5099,                0.00505,                0.00505,                0.00505
                     53,                 2.2328,                 3.0275,                 1.7526,                  2.133,                 3.3574,                 1.6201,                0.60527,                0.24019,                0.21623,                0.10914,                  1.775,                  2.288,                 1.6128,                 1.6307,                 2.6167,                 1.5069,               0.004951,               0.004951,               0.004951
                     54,                 2.2896,                 3.0313,                 1.7785,                 2.1623,                 3.3966,                 1.6367,                0.60077,                0.23654,                0.21659,                 0.1092,                 1.7714,                 2.2985,                 1.6108,                 1.6345,                 2.6238,                  1.503,               0.004852,               0.004852,               0.004852
                     55,                   2.25,                 3.0159,                 1.7675,                 2.1347,                 3.3559,                 1.6286,                0.60528,                0.23851,                0.21957,                0.11076,                 1.7694,                 2.2831,                 1.6083,                 1.6364,                 2.6029,                 1.5035,               0.004753,               0.004753,               0.004753
                     56,                  2.243,                 2.9676,                 1.7589,                 2.1369,                 3.3118,                 1.6234,                0.60037,                0.24485,                0.22448,                0.11248,                 1.7619,                 2.2721,                 1.6043,                 1.6175,                 2.5934,                 1.4951,               0.004654,               0.004654,               0.004654
                     57,                 2.2345,                 3.0013,                 1.7459,                 2.1295,                  3.357,                 1.6104,                0.59647,                0.25676,                0.22658,                0.11333,                 1.7581,                 2.2675,                 1.6005,                 1.6268,                 2.5918,                 1.4955,               0.004555,               0.004555,               0.004555
                     58,                 2.2295,                 2.9614,                 1.7588,                 2.1401,                 3.3169,                 1.6343,                0.60113,                0.25928,                 0.2309,                0.11461,                 1.7551,                 2.2489,                 1.5976,                 1.6327,                 2.5743,                 1.4971,               0.004456,               0.004456,               0.004456
                     59,                 2.2362,                 3.0053,                 1.7361,                 2.1237,                 3.3241,                 1.5976,                0.60222,                0.25803,                0.23247,                0.11562,                  1.755,                 2.2387,                 1.5956,                 1.6407,                 2.5549,                 1.5041,               0.004357,               0.004357,               0.004357
                     60,                 2.2365,                 2.9612,                 1.7563,                 2.1331,                  3.329,                 1.6147,                0.60667,                0.26147,                0.23753,                0.11781,                 1.7525,                 2.2243,                  1.594,                 1.6435,                 2.5406,                 1.5018,               0.004258,               0.004258,               0.004258
                     61,                 2.2414,                 2.9587,                 1.7604,                 2.1299,                 3.3055,                 1.6256,                0.60509,                0.26528,                0.24082,                0.12016,                 1.7475,                 2.2088,                 1.5891,                 1.6371,                 2.5272,                 1.4951,               0.004159,               0.004159,               0.004159
                     62,                 2.2002,                 2.9271,                 1.7292,                  2.097,                 3.2493,                 1.5986,                 0.6114,                0.26335,                0.24347,                0.12139,                 1.7423,                 2.1945,                 1.5864,                 1.6268,                  2.508,                 1.4859,                0.00406,                0.00406,                0.00406
                     63,                 2.1952,                 2.9216,                 1.7248,                 2.0995,                 3.2587,                 1.5992,                 0.6065,                0.26968,                0.24513,                0.12265,                  1.734,                 2.1858,                 1.5817,                 1.6255,                 2.4874,                 1.4844,               0.003961,               0.003961,               0.003961
                     64,                 2.1855,                 2.8626,                  1.726,                 2.0969,                 3.2325,                 1.6004,                0.49773,                0.27362,                0.24659,                0.12468,                 1.7364,                 2.1691,                 1.5806,                 1.6128,                 2.4726,                 1.4806,               0.003862,               0.003862,               0.003862
                     65,                 2.2283,                 2.8775,                 1.7493,                 2.1154,                 3.2276,                 1.6133,                0.49209,                0.27984,                0.24923,                0.12733,                 1.7325,                 2.1502,                 1.5792,                 1.6059,                  2.454,                 1.4752,               0.003763,               0.003763,               0.003763
                     66,                 2.1766,                  2.858,                 1.7232,                 2.0911,                 3.1966,                 1.5922,                0.54318,                0.28172,                0.25259,                0.12966,                 1.7285,                 2.1399,                 1.5759,                 1.6085,                 2.4427,                 1.4735,               0.003664,               0.003664,               0.003664
                     67,                 2.1797,                 2.8184,                 1.7174,                 2.0905,                 3.1801,                 1.5906,                0.54359,                0.28868,                 0.2555,                0.13071,                  1.724,                 2.1318,                 1.5729,                 1.6064,                  2.434,                 1.4684,               0.003565,               0.003565,               0.003565
                     68,                 2.1897,                 2.8332,                 1.7185,                 2.0925,                 3.1997,                 1.5886,                0.60434,                0.29237,                0.25814,                0.13148,                  1.722,                 2.1274,                 1.5703,                   1.61,                 2.4287,                 1.4706,               0.003466,               0.003466,               0.003466
                     69,                 2.1548,                 2.8467,                 1.7014,                 2.0708,                 3.1657,                  1.585,                0.60627,                0.28951,                0.25844,                0.13204,                 1.7192,                 2.1264,                 1.5681,                 1.6099,                  2.425,                 1.4683,               0.003367,               0.003367,               0.003367
                     70,                 2.1591,                 2.8301,                 1.7005,                   2.07,                 3.1754,                 1.5754,                0.50261,                0.29447,                 0.2586,                0.13209,                 1.7179,                 2.1184,                 1.5659,                 1.6116,                  2.423,                 1.4702,               0.003268,               0.003268,               0.003268
                     71,                  2.134,                 2.8138,                 1.6971,                 2.0618,                 3.1643,                 1.5803,                0.51255,                0.29294,                0.26446,                0.13415,                 1.7173,                 2.1037,                 1.5648,                 1.6133,                 2.4049,                  1.471,               0.003169,               0.003169,               0.003169
                     72,                 2.1598,                 2.8341,                 1.6995,                 2.0627,                 3.1547,                 1.5689,                 0.5116,                 0.2949,                0.26722,                0.13682,                 1.7139,                 2.0937,                 1.5637,                 1.6121,                 2.3922,                 1.4695,                0.00307,                0.00307,                0.00307
                     73,                 2.1639,                 2.7827,                 1.7067,                 2.0805,                 3.1425,                 1.5799,                0.53348,                0.29519,                0.27154,                0.13918,                 1.7055,                 2.0863,                 1.5595,                 1.6057,                 2.3741,                 1.4653,               0.002971,               0.002971,               0.002971
                     74,                 2.1228,                  2.742,                 1.6892,                 2.0435,                 3.1127,                 1.5648,                0.55854,                0.29895,                0.27506,                0.14111,                 1.7025,                   2.08,                 1.5555,                 1.5951,                 2.3672,                 1.4607,               0.002872,               0.002872,               0.002872
                     75,                 2.1231,                  2.761,                 1.6779,                 2.0432,                 3.0859,                 1.5531,                0.56623,                0.30707,                0.27933,                 0.1431,                 1.6965,                 2.0703,                 1.5531,                 1.5933,                 2.3577,                 1.4636,               0.002773,               0.002773,               0.002773
                     76,                  2.116,                 2.7414,                 1.6835,                 2.0491,                 3.0685,                 1.5693,                0.55569,                0.30864,                0.27918,                0.14442,                 1.6992,                 2.0634,                  1.551,                 1.5859,                 2.3515,                 1.4589,               0.002674,               0.002674,               0.002674
                     77,                 2.0898,                 2.6733,                 1.6685,                 2.0064,                 3.0107,                 1.5403,                0.55621,                0.31174,                0.28192,                0.14734,                 1.6951,                 2.0487,                  1.549,                 1.5899,                 2.3226,                 1.4548,               0.002575,               0.002575,               0.002575
                     78,                 2.1176,                 2.7164,                 1.6728,                 2.0373,                  3.044,                 1.5476,                 0.5519,                0.31716,                0.28327,                0.14847,                 1.6883,                  2.032,                 1.5448,                 1.5825,                 2.3094,                 1.4523,               0.002476,               0.002476,               0.002476
                     79,                 2.1101,                 2.6755,                 1.6848,                 2.0432,                 3.0408,                 1.5657,                0.57177,                0.31734,                0.28683,                0.15032,                 1.6855,                 2.0162,                 1.5406,                 1.5824,                 2.2855,                 1.4501,               0.002377,               0.002377,               0.002377
                     80,                 2.0943,                 2.6627,                 1.6639,                  2.036,                 3.0106,                 1.5524,                0.56176,                0.31891,                0.28965,                0.15193,                 1.6764,                 2.0081,                 1.5338,                 1.5789,                 2.2703,                 1.4471,               0.002278,               0.002278,               0.002278
                     81,                 2.0838,                 2.6622,                 1.6581,                  2.008,                 2.9935,                 1.5373,                  0.554,                0.32015,                0.28997,                0.15304,                 1.6705,                 1.9904,                 1.5301,                 1.5717,                 2.2551,                 1.4437,               0.002179,               0.002179,               0.002179
                     82,                 2.0722,                 2.6287,                 1.6604,                 2.0159,                 2.9975,                 1.5489,                0.55618,                0.32441,                0.29511,                0.15519,                 1.6707,                 1.9834,                 1.5298,                 1.5708,                 2.2482,                 1.4431,                0.00208,                0.00208,                0.00208
                     83,                 2.0586,                 2.6302,                 1.6375,                 2.0007,                  2.964,                 1.5303,                0.53939,                 0.3317,                0.29917,                0.15772,                 1.6626,                 1.9698,                 1.5247,                 1.5784,                 2.2173,                 1.4433,               0.001981,               0.001981,               0.001981
                     84,                 2.0496,                 2.5926,                 1.6367,                  1.994,                  2.915,                 1.5296,                0.53546,                 0.3183,                0.30211,                0.15955,                 1.6579,                 1.9659,                 1.5209,                  1.574,                 2.2076,                 1.4423,               0.001882,               0.001882,               0.001882
                     85,                 2.0254,                 2.5745,                 1.6211,                 1.9734,                 2.8845,                 1.5182,                0.53839,                0.31829,                0.30587,                0.16144,                 1.6548,                 1.9551,                 1.5174,                 1.5724,                 2.1871,                 1.4436,               0.001783,               0.001783,               0.001783
                     86,                 2.0358,                  2.555,                 1.6263,                 1.9836,                 2.9057,                 1.5187,                 0.5466,                0.32603,                0.31021,                0.16489,                 1.6501,                 1.9395,                  1.513,                 1.5625,                 2.1741,                 1.4342,               0.001684,               0.001684,               0.001684
                     87,                 2.0307,                 2.5406,                 1.6396,                 1.9817,                 2.8705,                 1.5315,                0.53905,                0.33469,                0.31475,                 0.1684,                 1.6464,                 1.9268,                 1.5094,                 1.5634,                 2.1557,                 1.4356,               0.001585,               0.001585,               0.001585
                     88,                 1.9996,                 2.4814,                 1.6121,                 1.9585,                 2.8175,                 1.5119,                 0.3278,                0.34426,                0.31734,                0.17134,                 1.6383,                 1.9118,                 1.5064,                  1.567,                  2.134,                 1.4373,               0.001486,               0.001486,               0.001486
                     89,                 1.9994,                 2.4844,                 1.6173,                 1.9516,                 2.8294,                 1.5128,                0.34109,                 0.3489,                0.32421,                0.17459,                 1.6434,                 1.9012,                  1.507,                 1.5633,                 2.1326,                 1.4338,               0.001387,               0.001387,               0.001387
                     90,                 1.9694,                 2.4352,                 1.5949,                 1.9376,                 2.7823,                 1.4993,                0.33606,                0.35446,                0.32723,                0.17575,                   1.64,                 1.8846,                 1.5031,                 1.5612,                 2.1148,                 1.4332,               0.001288,               0.001288,               0.001288
                     91,                 1.7513,                  2.389,                 1.5428,                 1.6226,                 2.3778,                 1.4281,                0.33244,                0.35558,                0.32905,                0.18002,                 1.6259,                 1.8395,                 1.4947,                 1.5439,                 2.0771,                 1.4236,               0.001189,               0.001189,               0.001189
                     92,                 1.7436,                 2.3208,                 1.5457,                 1.6359,                 2.2893,                 1.4338,                0.33931,                0.36009,                0.33284,                0.18308,                 1.6158,                 1.8153,                 1.4875,                 1.5496,                 2.0302,                 1.4211,                0.00109,                0.00109,                0.00109
                     93,                 1.7205,                 2.2687,                 1.5347,                 1.6259,                 2.2591,                 1.4253,                 0.5452,                0.35746,                0.34258,                0.18925,                 1.6047,                 1.8033,                  1.481,                 1.5419,                 2.0027,                 1.4191,               0.000991,               0.000991,               0.000991
                     94,                 1.7096,                 2.2544,                 1.5161,                 1.6039,                 2.2195,                 1.4082,                0.56059,                0.36806,                0.34869,                0.19374,                 1.5899,                 1.7949,                 1.4719,                  1.546,                 1.9624,                 1.4184,               0.000892,               0.000892,               0.000892
                     95,                 1.6904,                 2.1843,                 1.5024,                 1.6056,                 2.1551,                 1.3984,                0.36346,                0.37379,                0.35378,                0.19706,                 1.5836,                 1.7807,                 1.4661,                 1.5523,                 1.9361,                  1.419,               0.000793,               0.000793,               0.000793
                     96,                 1.6567,                 2.1468,                 1.4804,                 1.5859,                 2.1044,                 1.3862,                0.37573,                0.37282,                0.36052,                0.20203,                 1.5809,                  1.761,                 1.4632,                 1.5512,                 1.9075,                 1.4146,               0.000694,               0.000694,               0.000694
                     97,                 1.6396,                 2.0767,                  1.469,                 1.5679,                 2.0476,                 1.3762,                0.37613,                0.37322,                0.36556,                0.20659,                 1.5747,                 1.7419,                 1.4588,                 1.5464,                 1.8942,                 1.4091,               0.000595,               0.000595,               0.000595
                     98,                 1.6349,                 2.0401,                 1.4636,                 1.5611,                 2.0174,                 1.3693,                0.44262,                0.37895,                0.37148,                0.21056,                 1.5699,                 1.7216,                 1.4547,                 1.5412,                 1.8692,                 1.4048,               0.000496,               0.000496,               0.000496
                     99,                 1.5891,                 2.0002,                 1.4305,                 1.5277,                 1.9646,                  1.341,                0.49121,                0.38181,                0.37882,                0.21597,                 1.5589,                 1.7055,                  1.446,                 1.5292,                 1.8547,                 1.3974,               0.000397,               0.000397,               0.000397
                    100,                 1.5619,                 1.9392,                  1.417,                  1.497,                 1.9064,                 1.3252,                0.49643,                0.38476,                0.38696,                0.22104,                 1.5521,                 1.6894,                 1.4407,                 1.5269,                 1.8299,                 1.3921,               0.000298,               0.000298,               0.000298
